"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Rheden";"2006";"5 tot 10 jaar";"2427";"1213";"1214";"2427";"1213";"1214";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0275"
"Rheden";"2006";"10 tot 15 jaar";"2416";"1281";"1135";"2416";"1281";"1135";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0275"
"Rheden";"2006";"15 tot 20 jaar";"2434";"1263";"1171";"2434";"1263";"1171";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0275"
"Rheden";"2006";"20 tot 25 jaar";"2077";"1200";"877";"1997";"1177";"820";"76";"23";"53";"-";"-";"-";"4";"-";"4";"0275"
"Rheden";"2006";"25 tot 30 jaar";"1910";"949";"961";"1501";"832";"669";"387";"115";"272";"2";"-";"2";"20";"2";"18";"0275"
"Rheden";"2006";"30 tot 35 jaar";"2339";"1097";"1242";"1166";"638";"528";"1083";"429";"654";"1";"1";"-";"89";"29";"60";"0275"
"Rheden";"2006";"35 tot 40 jaar";"3052";"1537";"1515";"1040";"594";"446";"1768";"847";"921";"11";"4";"7";"233";"92";"141";"0275"
"Rheden";"2006";"40 tot 45 jaar";"3312";"1634";"1678";"751";"441";"310";"2204";"1045";"1159";"13";"3";"10";"344";"145";"199";"0275"
"Rheden";"2006";"45 tot 50 jaar";"3306";"1690";"1616";"564";"328";"236";"2283";"1149";"1134";"37";"9";"28";"422";"204";"218";"0275"
"Rheden";"2006";"50 tot 55 jaar";"3017";"1485";"1532";"341";"199";"142";"2203";"1079";"1124";"65";"10";"55";"408";"197";"211";"0275"
"Rheden";"2006";"55 tot 60 jaar";"3343";"1600";"1743";"233";"120";"113";"2563";"1264";"1299";"143";"37";"106";"404";"179";"225";"0275"
"Rheden";"2006";"60 tot 65 jaar";"2707";"1299";"1408";"146";"74";"72";"2057";"1068";"989";"230";"51";"179";"274";"106";"168";"0275"
"Rheden";"2006";"65 tot 70 jaar";"2680";"1243";"1437";"120";"46";"74";"1954";"1008";"946";"367";"71";"296";"239";"118";"121";"0275"
"Rheden";"2006";"70 tot 75 jaar";"2402";"1058";"1344";"107";"30";"77";"1632";"872";"760";"501";"99";"402";"162";"57";"105";"0275"
"Rheden";"2006";"75 tot 80 jaar";"2013";"834";"1179";"97";"28";"69";"1143";"660";"483";"670";"110";"560";"103";"36";"67";"0275"
"Rheden";"2006";"80 tot 85 jaar";"1475";"502";"973";"81";"10";"71";"615";"360";"255";"714";"113";"601";"65";"19";"46";"0275"
"Rheden";"2006";"85 tot 90 jaar";"735";"234";"501";"35";"1";"34";"195";"136";"59";"480";"91";"389";"25";"6";"19";"0275"
"Rheden";"2006";"90 tot 95 jaar";"296";"56";"240";"18";"1";"17";"32";"24";"8";"239";"31";"208";"7";"-";"7";"0275"
"Rheden";"2006";"95 jaar of ouder";"75";"14";"61";"3";"-";"3";"2";"2";"-";"67";"12";"55";"3";"-";"3";"0275"
"Rhenen";"2006";"Totaal leeftijden";"18364";"9111";"9253";"7629";"4113";"3516";"8852";"4421";"4431";"1022";"191";"831";"861";"386";"475";"0340"
"Rhenen";"2006";"Jonger dan 5 jaar";"1276";"656";"620";"1276";"656";"620";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0340"
"Rhenen";"2006";"5 tot 10 jaar";"1200";"622";"578";"1200";"622";"578";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0340"
"Rhenen";"2006";"10 tot 15 jaar";"1145";"598";"547";"1145";"598";"547";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0340"
"Rhenen";"2006";"15 tot 20 jaar";"1054";"579";"475";"1053";"579";"474";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0340"
"Rhenen";"2006";"20 tot 25 jaar";"952";"493";"459";"832";"457";"375";"118";"36";"82";"-";"-";"-";"2";"-";"2";"0340"
"Rhenen";"2006";"25 tot 30 jaar";"931";"487";"444";"594";"351";"243";"317";"130";"187";"-";"-";"-";"20";"6";"14";"0340"
"Rhenen";"2006";"30 tot 35 jaar";"1132";"551";"581";"434";"251";"183";"659";"286";"373";"-";"-";"-";"39";"14";"25";"0340"
"Rhenen";"2006";"35 tot 40 jaar";"1395";"673";"722";"339";"197";"142";"958";"439";"519";"3";"-";"3";"95";"37";"58";"0340"
"Rhenen";"2006";"40 tot 45 jaar";"1385";"716";"669";"249";"144";"105";"1003";"507";"496";"9";"2";"7";"124";"63";"61";"0340"
"Rhenen";"2006";"45 tot 50 jaar";"1315";"681";"634";"194";"117";"77";"985";"502";"483";"16";"2";"14";"120";"60";"60";"0340"
"Rhenen";"2006";"50 tot 55 jaar";"1216";"583";"633";"103";"55";"48";"967";"463";"504";"30";"9";"21";"116";"56";"60";"0340"
"Rhenen";"2006";"55 tot 60 jaar";"1339";"666";"673";"68";"31";"37";"1114";"564";"550";"40";"11";"29";"117";"60";"57";"0340"
"Rhenen";"2006";"60 tot 65 jaar";"1061";"497";"564";"37";"15";"22";"848";"432";"416";"94";"18";"76";"82";"32";"50";"0340"
"Rhenen";"2006";"65 tot 70 jaar";"972";"469";"503";"32";"15";"17";"735";"393";"342";"129";"24";"105";"76";"37";"39";"0340"
"Rhenen";"2006";"70 tot 75 jaar";"837";"392";"445";"31";"12";"19";"603";"330";"273";"167";"33";"134";"36";"17";"19";"0340"
"Rhenen";"2006";"75 tot 80 jaar";"583";"270";"313";"20";"10";"10";"350";"220";"130";"196";"37";"159";"17";"3";"14";"0340"
"Rhenen";"2006";"80 tot 85 jaar";"351";"117";"234";"15";"3";"12";"140";"84";"56";"186";"29";"157";"10";"1";"9";"0340"
"Rhenen";"2006";"85 tot 90 jaar";"152";"47";"105";"5";"-";"5";"39";"26";"13";"105";"21";"84";"3";"-";"3";"0340"
"Rhenen";"2006";"90 tot 95 jaar";"53";"13";"40";"1";"-";"1";"15";"9";"6";"35";"4";"31";"2";"-";"2";"0340"
"Rhenen";"2006";"95 jaar of ouder";"15";"1";"14";"1";"-";"1";"-";"-";"-";"12";"1";"11";"2";"-";"2";"0340"
"Ridderkerk";"2006";"Totaal leeftijden";"44757";"21827";"22930";"17351";"9231";"8120";"22001";"10996";"11005";"2930";"580";"2350";"2475";"1020";"1455";"0597"
"Ridderkerk";"2006";"Jonger dan 5 jaar";"2063";"1034";"1029";"2063";"1034";"1029";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0597"
"Ridderkerk";"2006";"5 tot 10 jaar";"2384";"1207";"1177";"2384";"1207";"1177";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0597"
"Ridderkerk";"2006";"10 tot 15 jaar";"2630";"1328";"1302";"2630";"1328";"1302";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0597"
"Ridderkerk";"2006";"15 tot 20 jaar";"2579";"1341";"1238";"2573";"1341";"1232";"6";"-";"6";"-";"-";"-";"-";"-";"-";"0597"
"Ridderkerk";"2006";"20 tot 25 jaar";"2405";"1250";"1155";"2235";"1208";"1027";"167";"42";"125";"-";"-";"-";"3";"-";"3";"0597"
"Ridderkerk";"2006";"25 tot 30 jaar";"2188";"1121";"1067";"1527";"858";"669";"630";"256";"374";"1";"-";"1";"30";"7";"23";"0597"
"Ridderkerk";"2006";"30 tot 35 jaar";"2490";"1231";"1259";"1168";"675";"493";"1200";"519";"681";"3";"1";"2";"119";"36";"83";"0597"
"Ridderkerk";"2006";"35 tot 40 jaar";"3223";"1594";"1629";"903";"541";"362";"2048";"946";"1102";"18";"2";"16";"254";"105";"149";"0597"
"Ridderkerk";"2006";"40 tot 45 jaar";"3486";"1671";"1815";"674";"392";"282";"2409";"1123";"1286";"22";"3";"19";"381";"153";"228";"0597"
"Ridderkerk";"2006";"45 tot 50 jaar";"3236";"1611";"1625";"397";"220";"177";"2437";"1226";"1211";"31";"9";"22";"371";"156";"215";"0597"
"Ridderkerk";"2006";"50 tot 55 jaar";"3255";"1567";"1688";"236";"140";"96";"2586";"1250";"1336";"82";"21";"61";"351";"156";"195";"0597"
"Ridderkerk";"2006";"55 tot 60 jaar";"3778";"1887";"1891";"184";"115";"69";"3060";"1563";"1497";"163";"39";"124";"371";"170";"201";"0597"
"Ridderkerk";"2006";"60 tot 65 jaar";"2703";"1316";"1387";"90";"54";"36";"2206";"1135";"1071";"215";"51";"164";"192";"76";"116";"0597"
"Ridderkerk";"2006";"65 tot 70 jaar";"2633";"1271";"1362";"79";"47";"32";"2028";"1067";"961";"339";"77";"262";"187";"80";"107";"0597"
"Ridderkerk";"2006";"70 tot 75 jaar";"2185";"985";"1200";"92";"38";"54";"1514";"822";"692";"473";"85";"388";"106";"40";"66";"0597"
"Ridderkerk";"2006";"75 tot 80 jaar";"1754";"788";"966";"50";"19";"31";"1076";"636";"440";"567";"110";"457";"61";"23";"38";"0597"
"Ridderkerk";"2006";"80 tot 85 jaar";"1065";"417";"648";"41";"10";"31";"472";"301";"171";"516";"92";"424";"36";"14";"22";"0597"
"Ridderkerk";"2006";"85 tot 90 jaar";"493";"153";"340";"15";"2";"13";"133";"91";"42";"337";"58";"279";"8";"2";"6";"0597"
"Ridderkerk";"2006";"90 tot 95 jaar";"180";"53";"127";"9";"2";"7";"29";"19";"10";"137";"30";"107";"5";"2";"3";"0597"
"Ridderkerk";"2006";"95 jaar of ouder";"27";"2";"25";"1";"-";"1";"-";"-";"-";"26";"2";"24";"-";"-";"-";"0597"
"Rijnwaarden";"2006";"Totaal leeftijden";"11066";"5566";"5500";"4619";"2530";"2089";"5348";"2681";"2667";"616";"122";"494";"483";"233";"250";"0196"
"Rijnwaarden";"2006";"Jonger dan 5 jaar";"669";"326";"343";"669";"326";"343";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0196"
"Rijnwaarden";"2006";"5 tot 10 jaar";"725";"364";"361";"725";"364";"361";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0196"
"Rijnwaarden";"2006";"10 tot 15 jaar";"694";"373";"321";"694";"373";"321";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0196"
"Rijnwaarden";"2006";"15 tot 20 jaar";"601";"304";"297";"601";"304";"297";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0196"
"Rijnwaarden";"2006";"20 tot 25 jaar";"514";"260";"254";"490";"254";"236";"24";"6";"18";"-";"-";"-";"-";"-";"-";"0196"
"Rijnwaarden";"2006";"25 tot 30 jaar";"579";"315";"264";"447";"278";"169";"125";"36";"89";"-";"-";"-";"7";"1";"6";"0196"
"Rijnwaarden";"2006";"30 tot 35 jaar";"688";"344";"344";"317";"191";"126";"350";"146";"204";"-";"-";"-";"21";"7";"14";"0196"
"Rijnwaarden";"2006";"35 tot 40 jaar";"943";"480";"463";"235";"153";"82";"648";"298";"350";"1";"1";"-";"59";"28";"31";"0196"
"Rijnwaarden";"2006";"40 tot 45 jaar";"925";"488";"437";"148";"96";"52";"707";"363";"344";"7";"1";"6";"63";"28";"35";"0196"
"Rijnwaarden";"2006";"45 tot 50 jaar";"895";"462";"433";"120";"80";"40";"677";"336";"341";"19";"5";"14";"79";"41";"38";"0196"
"Rijnwaarden";"2006";"50 tot 55 jaar";"908";"456";"452";"56";"38";"18";"741";"361";"380";"26";"13";"13";"85";"44";"41";"0196"
"Rijnwaarden";"2006";"55 tot 60 jaar";"916";"486";"430";"40";"28";"12";"747";"401";"346";"51";"14";"37";"78";"43";"35";"0196"
"Rijnwaarden";"2006";"60 tot 65 jaar";"580";"286";"294";"20";"14";"6";"470";"245";"225";"51";"11";"40";"39";"16";"23";"0196"
"Rijnwaarden";"2006";"65 tot 70 jaar";"499";"244";"255";"19";"12";"7";"385";"205";"180";"72";"16";"56";"23";"11";"12";"0196"
"Rijnwaarden";"2006";"70 tot 75 jaar";"373";"183";"190";"12";"7";"5";"252";"151";"101";"95";"18";"77";"14";"7";"7";"0196"
"Rijnwaarden";"2006";"75 tot 80 jaar";"293";"118";"175";"13";"9";"4";"159";"86";"73";"112";"18";"94";"9";"5";"4";"0196"
"Rijnwaarden";"2006";"80 tot 85 jaar";"162";"54";"108";"5";"2";"3";"47";"32";"15";"104";"18";"86";"6";"2";"4";"0196"
"Rijnwaarden";"2006";"85 tot 90 jaar";"68";"17";"51";"4";"1";"3";"13";"12";"1";"51";"4";"47";"-";"-";"-";"0196"
"Rijnwaarden";"2006";"90 tot 95 jaar";"30";"6";"24";"3";"-";"3";"3";"3";"-";"24";"3";"21";"-";"-";"-";"0196"
"Rijnwaarden";"2006";"95 jaar of ouder";"4";"-";"4";"1";"-";"1";"-";"-";"-";"3";"-";"3";"-";"-";"-";"0196"
"Rijnwoude";"2006";"Totaal leeftijden";"18863";"9548";"9315";"8214";"4501";"3713";"9089";"4539";"4550";"847";"189";"658";"713";"319";"394";"1672"
"Rijnwoude";"2006";"Jonger dan 5 jaar";"1132";"592";"540";"1132";"592";"540";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1672"
"Rijnwoude";"2006";"5 tot 10 jaar";"1244";"631";"613";"1244";"631";"613";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1672"
"Rijnwoude";"2006";"10 tot 15 jaar";"1270";"645";"625";"1270";"645";"625";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1672"
"Rijnwoude";"2006";"15 tot 20 jaar";"1290";"665";"625";"1289";"665";"624";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1672"
"Rijnwoude";"2006";"20 tot 25 jaar";"1097";"631";"466";"1032";"612";"420";"65";"19";"46";"-";"-";"-";"-";"-";"-";"1672"
"Rijnwoude";"2006";"25 tot 30 jaar";"902";"472";"430";"652";"388";"264";"245";"84";"161";"-";"-";"-";"5";"-";"5";"1672"
"Rijnwoude";"2006";"30 tot 35 jaar";"1061";"515";"546";"460";"280";"180";"567";"226";"341";"-";"-";"-";"34";"9";"25";"1672"
"Rijnwoude";"2006";"35 tot 40 jaar";"1388";"710";"678";"409";"251";"158";"906";"435";"471";"5";"1";"4";"68";"23";"45";"1672"
"Rijnwoude";"2006";"40 tot 45 jaar";"1467";"730";"737";"247";"145";"102";"1099";"529";"570";"13";"6";"7";"108";"50";"58";"1672"
"Rijnwoude";"2006";"45 tot 50 jaar";"1452";"723";"729";"178";"111";"67";"1141";"553";"588";"13";"3";"10";"120";"56";"64";"1672"
"Rijnwoude";"2006";"50 tot 55 jaar";"1440";"738";"702";"94";"65";"29";"1205";"607";"598";"24";"5";"19";"117";"61";"56";"1672"
"Rijnwoude";"2006";"55 tot 60 jaar";"1522";"778";"744";"68";"49";"19";"1295";"660";"635";"56";"18";"38";"103";"51";"52";"1672"
"Rijnwoude";"2006";"60 tot 65 jaar";"1111";"569";"542";"28";"20";"8";"947";"505";"442";"76";"18";"58";"60";"26";"34";"1672"
"Rijnwoude";"2006";"65 tot 70 jaar";"888";"444";"444";"33";"19";"14";"704";"379";"325";"105";"23";"82";"46";"23";"23";"1672"
"Rijnwoude";"2006";"70 tot 75 jaar";"624";"314";"310";"27";"13";"14";"454";"262";"192";"113";"26";"87";"30";"13";"17";"1672"
"Rijnwoude";"2006";"75 tot 80 jaar";"455";"204";"251";"24";"8";"16";"267";"157";"110";"151";"35";"116";"13";"4";"9";"1672"
"Rijnwoude";"2006";"80 tot 85 jaar";"315";"128";"187";"12";"3";"9";"147";"94";"53";"150";"28";"122";"6";"3";"3";"1672"
"Rijnwoude";"2006";"85 tot 90 jaar";"139";"43";"96";"12";"4";"8";"36";"22";"14";"89";"17";"72";"2";"-";"2";"1672"
"Rijnwoude";"2006";"90 tot 95 jaar";"57";"15";"42";"3";"-";"3";"10";"7";"3";"43";"8";"35";"1";"-";"1";"1672"
"Rijnwoude";"2006";"95 jaar of ouder";"9";"1";"8";"-";"-";"-";"-";"-";"-";"9";"1";"8";"-";"-";"-";"1672"
"Rijssen-Holten";"2006";"Totaal leeftijden";"36417";"18037";"18380";"15808";"8423";"7385";"17821";"8903";"8918";"2036";"367";"1669";"752";"344";"408";"1742"
"Rijssen-Holten";"2006";"Jonger dan 5 jaar";"2729";"1366";"1363";"2729";"1366";"1363";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1742"
"Rijssen-Holten";"2006";"5 tot 10 jaar";"2699";"1364";"1335";"2699";"1364";"1335";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1742"
"Rijssen-Holten";"2006";"10 tot 15 jaar";"2698";"1374";"1324";"2698";"1374";"1324";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1742"
"Rijssen-Holten";"2006";"15 tot 20 jaar";"2574";"1308";"1266";"2567";"1306";"1261";"7";"2";"5";"-";"-";"-";"-";"-";"-";"1742"
"Rijssen-Holten";"2006";"20 tot 25 jaar";"2300";"1181";"1119";"1979";"1099";"880";"317";"81";"236";"-";"-";"-";"4";"1";"3";"1742"
"Rijssen-Holten";"2006";"25 tot 30 jaar";"2143";"1116";"1027";"1038";"639";"399";"1094";"475";"619";"-";"-";"-";"11";"2";"9";"1742"
"Rijssen-Holten";"2006";"30 tot 35 jaar";"2269";"1163";"1106";"623";"394";"229";"1610";"757";"853";"1";"-";"1";"35";"12";"23";"1742"
"Rijssen-Holten";"2006";"35 tot 40 jaar";"2709";"1392";"1317";"409";"270";"139";"2183";"1066";"1117";"9";"3";"6";"108";"53";"55";"1742"
"Rijssen-Holten";"2006";"40 tot 45 jaar";"2525";"1285";"1240";"257";"167";"90";"2151";"1065";"1086";"13";"4";"9";"104";"49";"55";"1742"
"Rijssen-Holten";"2006";"45 tot 50 jaar";"2337";"1169";"1168";"202";"123";"79";"2007";"997";"1010";"23";"5";"18";"105";"44";"61";"1742"
"Rijssen-Holten";"2006";"50 tot 55 jaar";"2124";"1091";"1033";"150";"92";"58";"1828";"935";"893";"48";"11";"37";"98";"53";"45";"1742"
"Rijssen-Holten";"2006";"55 tot 60 jaar";"2222";"1100";"1122";"100";"60";"40";"1922";"971";"951";"92";"26";"66";"108";"43";"65";"1742"
"Rijssen-Holten";"2006";"60 tot 65 jaar";"1780";"900";"880";"72";"49";"23";"1488";"782";"706";"152";"35";"117";"68";"34";"34";"1742"
"Rijssen-Holten";"2006";"65 tot 70 jaar";"1514";"740";"774";"74";"42";"32";"1184";"631";"553";"201";"39";"162";"55";"28";"27";"1742"
"Rijssen-Holten";"2006";"70 tot 75 jaar";"1385";"637";"748";"76";"46";"30";"963";"526";"437";"324";"53";"271";"22";"12";"10";"1742"
"Rijssen-Holten";"2006";"75 tot 80 jaar";"1142";"447";"695";"66";"23";"43";"650";"351";"299";"407";"68";"339";"19";"5";"14";"1742"
"Rijssen-Holten";"2006";"80 tot 85 jaar";"771";"277";"494";"35";"6";"29";"313";"199";"114";"409";"64";"345";"14";"8";"6";"1742"
"Rijssen-Holten";"2006";"85 tot 90 jaar";"334";"85";"249";"23";"2";"21";"81";"49";"32";"229";"34";"195";"1";"-";"1";"1742"
"Rijssen-Holten";"2006";"90 tot 95 jaar";"133";"32";"101";"10";"1";"9";"17";"12";"5";"106";"19";"87";"-";"-";"-";"1742"
"Rijssen-Holten";"2006";"95 jaar of ouder";"29";"10";"19";"1";"-";"1";"6";"4";"2";"22";"6";"16";"-";"-";"-";"1742"
"Rijswijk (ZH.)";"2006";"Totaal leeftijden";"47152";"22112";"25040";"19911";"10150";"9761";"19540";"9781";"9759";"3784";"696";"3088";"3917";"1485";"2432";"0603"
"Rijswijk (ZH.)";"2006";"Jonger dan 5 jaar";"2222";"1152";"1070";"2222";"1152";"1070";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0603"
"Rijswijk (ZH.)";"2006";"5 tot 10 jaar";"2156";"1050";"1106";"2156";"1050";"1106";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0603"
"Rijswijk (ZH.)";"2006";"10 tot 15 jaar";"2168";"1093";"1075";"2168";"1093";"1075";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0603"
"Rijswijk (ZH.)";"2006";"15 tot 20 jaar";"2181";"1108";"1073";"2180";"1108";"1072";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0603"
"Rijswijk (ZH.)";"2006";"20 tot 25 jaar";"2337";"1149";"1188";"2239";"1126";"1113";"89";"22";"67";"2";"-";"2";"7";"1";"6";"0603"
"Rijswijk (ZH.)";"2006";"25 tot 30 jaar";"2705";"1288";"1417";"2172";"1121";"1051";"508";"163";"345";"-";"-";"-";"25";"4";"21";"0603"
"Rijswijk (ZH.)";"2006";"30 tot 35 jaar";"3029";"1461";"1568";"1804";"944";"860";"1078";"479";"599";"2";"1";"1";"145";"37";"108";"0603"
"Rijswijk (ZH.)";"2006";"35 tot 40 jaar";"3332";"1636";"1696";"1377";"775";"602";"1634";"748";"886";"11";"2";"9";"310";"111";"199";"0603"
"Rijswijk (ZH.)";"2006";"40 tot 45 jaar";"3414";"1672";"1742";"1023";"545";"478";"1950";"943";"1007";"22";"10";"12";"419";"174";"245";"0603"
"Rijswijk (ZH.)";"2006";"45 tot 50 jaar";"3412";"1659";"1753";"740";"426";"314";"2058";"995";"1063";"48";"11";"37";"566";"227";"339";"0603"
"Rijswijk (ZH.)";"2006";"50 tot 55 jaar";"3434";"1624";"1810";"487";"265";"222";"2299";"1111";"1188";"64";"18";"46";"584";"230";"354";"0603"
"Rijswijk (ZH.)";"2006";"55 tot 60 jaar";"3837";"1893";"1944";"390";"214";"176";"2703";"1389";"1314";"149";"37";"112";"595";"253";"342";"0603"
"Rijswijk (ZH.)";"2006";"60 tot 65 jaar";"2596";"1243";"1353";"209";"109";"100";"1763";"924";"839";"217";"41";"176";"407";"169";"238";"0603"
"Rijswijk (ZH.)";"2006";"65 tot 70 jaar";"2572";"1152";"1420";"177";"69";"108";"1750";"895";"855";"309";"59";"250";"336";"129";"207";"0603"
"Rijswijk (ZH.)";"2006";"70 tot 75 jaar";"2457";"1055";"1402";"162";"61";"101";"1558";"835";"723";"527";"93";"434";"210";"66";"144";"0603"
"Rijswijk (ZH.)";"2006";"75 tot 80 jaar";"2215";"895";"1320";"153";"41";"112";"1158";"660";"498";"751";"142";"609";"153";"52";"101";"0603"
"Rijswijk (ZH.)";"2006";"80 tot 85 jaar";"1751";"632";"1119";"135";"31";"104";"714";"438";"276";"808";"141";"667";"94";"22";"72";"0603"
"Rijswijk (ZH.)";"2006";"85 tot 90 jaar";"920";"273";"647";"78";"13";"65";"241";"153";"88";"552";"98";"454";"49";"9";"40";"0603"
"Rijswijk (ZH.)";"2006";"90 tot 95 jaar";"345";"68";"277";"35";"7";"28";"32";"23";"9";"263";"37";"226";"15";"1";"14";"0603"
"Rijswijk (ZH.)";"2006";"95 jaar of ouder";"69";"9";"60";"4";"-";"4";"4";"3";"1";"59";"6";"53";"2";"-";"2";"0603"
"Roerdalen";"2006";"Totaal leeftijden";"10288";"5170";"5118";"3890";"2149";"1741";"5229";"2615";"2614";"590";"132";"458";"579";"274";"305";"1669"
"Roerdalen";"2006";"Jonger dan 5 jaar";"498";"244";"254";"498";"244";"254";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1669"
"Roerdalen";"2006";"5 tot 10 jaar";"547";"277";"270";"547";"277";"270";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1669"
"Roerdalen";"2006";"10 tot 15 jaar";"603";"313";"290";"603";"313";"290";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1669"
"Roerdalen";"2006";"15 tot 20 jaar";"574";"311";"263";"574";"311";"263";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1669"
"Roerdalen";"2006";"20 tot 25 jaar";"406";"201";"205";"393";"200";"193";"13";"1";"12";"-";"-";"-";"-";"-";"-";"1669"
"Roerdalen";"2006";"25 tot 30 jaar";"443";"233";"210";"336";"205";"131";"96";"26";"70";"1";"-";"1";"10";"2";"8";"1669"
"Roerdalen";"2006";"30 tot 35 jaar";"567";"266";"301";"253";"140";"113";"301";"123";"178";"-";"-";"-";"13";"3";"10";"1669"
"Roerdalen";"2006";"35 tot 40 jaar";"783";"408";"375";"212";"135";"77";"516";"250";"266";"-";"-";"-";"55";"23";"32";"1669"
"Roerdalen";"2006";"40 tot 45 jaar";"860";"416";"444";"130";"93";"37";"638";"290";"348";"3";"-";"3";"89";"33";"56";"1669"
"Roerdalen";"2006";"45 tot 50 jaar";"874";"458";"416";"101";"67";"34";"668";"340";"328";"10";"4";"6";"95";"47";"48";"1669"
"Roerdalen";"2006";"50 tot 55 jaar";"885";"482";"403";"90";"69";"21";"674";"353";"321";"20";"8";"12";"101";"52";"49";"1669"
"Roerdalen";"2006";"55 tot 60 jaar";"914";"461";"453";"68";"45";"23";"726";"364";"362";"32";"10";"22";"88";"42";"46";"1669"
"Roerdalen";"2006";"60 tot 65 jaar";"700";"359";"341";"27";"19";"8";"555";"290";"265";"57";"17";"40";"61";"33";"28";"1669"
"Roerdalen";"2006";"65 tot 70 jaar";"578";"285";"293";"18";"12";"6";"443";"234";"209";"83";"18";"65";"34";"21";"13";"1669"
"Roerdalen";"2006";"70 tot 75 jaar";"434";"204";"230";"16";"11";"5";"305";"164";"141";"100";"20";"80";"13";"9";"4";"1669"
"Roerdalen";"2006";"75 tot 80 jaar";"328";"149";"179";"11";"6";"5";"186";"111";"75";"121";"24";"97";"10";"8";"2";"1669"
"Roerdalen";"2006";"80 tot 85 jaar";"198";"64";"134";"10";"1";"9";"74";"44";"30";"104";"18";"86";"10";"1";"9";"1669"
"Roerdalen";"2006";"85 tot 90 jaar";"79";"33";"46";"2";"1";"1";"32";"24";"8";"45";"8";"37";"-";"-";"-";"1669"
"Roerdalen";"2006";"90 tot 95 jaar";"14";"5";"9";"1";"-";"1";"2";"1";"1";"11";"4";"7";"-";"-";"-";"1669"
"Roerdalen";"2006";"95 jaar of ouder";"3";"1";"2";"-";"-";"-";"-";"-";"-";"3";"1";"2";"-";"-";"-";"1669"
"Roermond";"2006";"Totaal leeftijden";"45457";"22252";"23205";"20020";"10625";"9395";"19012";"9541";"9471";"2767";"489";"2278";"3658";"1597";"2061";"0957"
"Roermond";"2006";"Jonger dan 5 jaar";"2516";"1267";"1249";"2516";"1267";"1249";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0957"
"Roermond";"2006";"5 tot 10 jaar";"2530";"1309";"1221";"2530";"1309";"1221";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0957"
"Roermond";"2006";"10 tot 15 jaar";"2576";"1283";"1293";"2576";"1283";"1293";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0957"
"Roermond";"2006";"15 tot 20 jaar";"2674";"1345";"1329";"2667";"1344";"1323";"6";"1";"5";"-";"-";"-";"1";"-";"1";"0957"
"Roermond";"2006";"20 tot 25 jaar";"2614";"1258";"1356";"2384";"1202";"1182";"220";"53";"167";"-";"-";"-";"10";"3";"7";"0957"
