"";"Geslacht";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen"
"";"Onderwerpen";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"Regio's";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Neder-Betuwe";"30 tot 35 jaar";"719";"718";"94";"55";"556";"52";"76";"48";"380";"2";"11";"1";"733";"733";"29";"36";"631";"53";"52";"49";"477";"30";"7";"-"
"Neder-Betuwe";"35 tot 40 jaar";"880";"876";"51";"56";"765";"58";"61";"63";"583";"1";"3";"4";"878";"875";"20";"30";"786";"43";"57";"65";"621";"32";"7";"3"
"Neder-Betuwe";"40 tot 45 jaar";"821";"818";"28";"54";"722";"30";"57";"42";"593";"7";"7";"3";"794";"791";"14";"32";"702";"18";"57";"35";"592";"41";"2";"3"
"Neder-Betuwe";"45 tot 50 jaar";"746";"744";"20";"48";"642";"18";"65";"17";"542";"26";"8";"2";"761";"754";"14";"24";"661";"15";"105";"14";"527";"41";"14";"7"
"Neder-Betuwe";"50 tot 55 jaar";"727";"726";"8";"39";"642";"22";"164";"11";"445";"14";"23";"1";"735";"733";"1";"46";"633";"20";"234";"3";"376";"34";"19";"2"
"Neder-Betuwe";"55 tot 60 jaar";"757";"756";"6";"67";"651";"27";"345";"5";"274";"8";"24";"1";"740";"739";"5";"71";"607";"20";"400";"3";"184";"31";"25";"1"
"Neder-Betuwe";"60 tot 65 jaar";"542";"541";"-";"43";"471";"15";"345";"3";"108";"5";"22";"1";"514";"513";"2";"72";"404";"18";"325";"-";"61";"13";"22";"1"
"Neder-Betuwe";"65 tot 70 jaar";"374";"373";"-";"38";"320";"14";"256";"-";"50";"6";"9";"1";"370";"369";"1";"85";"246";"8";"209";"1";"28";"21";"16";"1"
"Neder-Betuwe";"70 tot 75 jaar";"309";"308";"-";"38";"252";"10";"214";"2";"26";"4";"14";"1";"375";"372";"-";"135";"208";"9";"184";"-";"15";"15";"14";"3"
"Neder-Betuwe";"75 tot 80 jaar";"226";"222";"-";"38";"171";"8";"151";"-";"12";"3";"10";"4";"304";"290";"-";"154";"101";"10";"84";"-";"7";"14";"21";"14"
"Neder-Betuwe";"80 tot 85 jaar";"103";"99";"-";"24";"60";"4";"51";"-";"5";"5";"10";"4";"230";"201";"-";"128";"42";"3";"37";"-";"2";"17";"14";"29"
"Neder-Betuwe";"85 tot 90 jaar";"39";"32";"-";"14";"17";"-";"17";"-";"-";"-";"1";"7";"126";"90";"-";"71";"8";"-";"8";"-";"-";"5";"6";"36"
"Neder-Betuwe";"90 tot 95 jaar";"13";"9";"-";"5";"4";"-";"3";"-";"1";"-";"-";"4";"46";"28";"-";"20";"2";"-";"1";"-";"1";"3";"3";"18"
"Neder-Betuwe";"95 jaar of ouder";"2";"1";"-";"-";"1";"-";"1";"-";"-";"-";"-";"1";"11";"6";"-";"4";"-";"-";"-";"-";"-";"-";"2";"5"
