"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Eemsmond";"2006";"65 tot 70 jaar";"701";"370";"331";"48";"39";"9";"519";"283";"236";"84";"21";"63";"50";"27";"23";"1651"
"Eemsmond";"2006";"70 tot 75 jaar";"627";"303";"324";"33";"27";"6";"428";"235";"193";"130";"24";"106";"36";"17";"19";"1651"
"Eemsmond";"2006";"75 tot 80 jaar";"513";"208";"305";"21";"12";"9";"282";"155";"127";"189";"36";"153";"21";"5";"16";"1651"
"Eemsmond";"2006";"80 tot 85 jaar";"407";"165";"242";"22";"11";"11";"170";"105";"65";"202";"43";"159";"13";"6";"7";"1651"
"Eemsmond";"2006";"85 tot 90 jaar";"215";"74";"141";"7";"2";"5";"59";"39";"20";"145";"31";"114";"4";"2";"2";"1651"
"Eemsmond";"2006";"90 tot 95 jaar";"84";"26";"58";"5";"3";"2";"12";"8";"4";"65";"14";"51";"2";"1";"1";"1651"
"Eemsmond";"2006";"95 jaar of ouder";"21";"3";"18";"2";"-";"2";"4";"2";"2";"15";"1";"14";"-";"-";"-";"1651"
"Eersel";"2006";"Totaal leeftijden";"18183";"9252";"8931";"7641";"4287";"3354";"8935";"4473";"4462";"898";"188";"710";"709";"304";"405";"0770"
"Eersel";"2006";"Jonger dan 5 jaar";"916";"478";"438";"916";"478";"438";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0770"
"Eersel";"2006";"5 tot 10 jaar";"1152";"575";"577";"1152";"575";"577";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0770"
"Eersel";"2006";"10 tot 15 jaar";"1373";"727";"646";"1373";"727";"646";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0770"
"Eersel";"2006";"15 tot 20 jaar";"1111";"590";"521";"1111";"590";"521";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0770"
"Eersel";"2006";"20 tot 25 jaar";"885";"509";"376";"864";"506";"358";"20";"3";"17";"-";"-";"-";"1";"-";"1";"0770"
"Eersel";"2006";"25 tot 30 jaar";"794";"426";"368";"624";"376";"248";"166";"49";"117";"-";"-";"-";"4";"1";"3";"0770"
"Eersel";"2006";"30 tot 35 jaar";"929";"463";"466";"399";"248";"151";"502";"207";"295";"1";"-";"1";"27";"8";"19";"0770"
"Eersel";"2006";"35 tot 40 jaar";"1300";"653";"647";"308";"205";"103";"903";"417";"486";"5";"-";"5";"84";"31";"53";"0770"
"Eersel";"2006";"40 tot 45 jaar";"1642";"817";"825";"272";"181";"91";"1242";"583";"659";"10";"5";"5";"118";"48";"70";"0770"
"Eersel";"2006";"45 tot 50 jaar";"1617";"852";"765";"251";"169";"82";"1224";"625";"599";"20";"5";"15";"122";"53";"69";"0770"
"Eersel";"2006";"50 tot 55 jaar";"1381";"735";"646";"115";"78";"37";"1127";"585";"542";"26";"10";"16";"113";"62";"51";"0770"
"Eersel";"2006";"55 tot 60 jaar";"1263";"658";"605";"64";"45";"19";"1086";"564";"522";"30";"11";"19";"83";"38";"45";"0770"
"Eersel";"2006";"60 tot 65 jaar";"1056";"526";"530";"40";"25";"15";"889";"461";"428";"69";"11";"58";"58";"29";"29";"0770"
"Eersel";"2006";"65 tot 70 jaar";"939";"451";"488";"36";"29";"7";"720";"380";"340";"138";"27";"111";"45";"15";"30";"0770"
"Eersel";"2006";"70 tot 75 jaar";"830";"390";"440";"56";"30";"26";"598";"321";"277";"147";"26";"121";"29";"13";"16";"0770"
"Eersel";"2006";"75 tot 80 jaar";"551";"251";"300";"34";"18";"16";"314";"185";"129";"183";"43";"140";"20";"5";"15";"0770"
"Eersel";"2006";"80 tot 85 jaar";"276";"107";"169";"19";"6";"13";"122";"75";"47";"131";"25";"106";"4";"1";"3";"0770"
"Eersel";"2006";"85 tot 90 jaar";"120";"33";"87";"5";"1";"4";"20";"16";"4";"95";"16";"79";"-";"-";"-";"0770"
"Eersel";"2006";"90 tot 95 jaar";"37";"8";"29";"2";"-";"2";"2";"2";"-";"32";"6";"26";"1";"-";"1";"0770"
"Eersel";"2006";"95 jaar of ouder";"11";"3";"8";"-";"-";"-";"-";"-";"-";"11";"3";"8";"-";"-";"-";"0770"
"Eijsden";"2006";"Totaal leeftijden";"11723";"5861";"5862";"4508";"2469";"2039";"6073";"3040";"3033";"635";"118";"517";"507";"234";"273";"0905"
"Eijsden";"2006";"Jonger dan 5 jaar";"625";"326";"299";"625";"326";"299";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0905"
"Eijsden";"2006";"5 tot 10 jaar";"795";"412";"383";"795";"412";"383";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0905"
"Eijsden";"2006";"10 tot 15 jaar";"803";"416";"387";"803";"416";"387";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0905"
"Eijsden";"2006";"15 tot 20 jaar";"724";"363";"361";"723";"363";"360";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0905"
"Eijsden";"2006";"20 tot 25 jaar";"471";"272";"199";"460";"269";"191";"10";"2";"8";"-";"-";"-";"1";"1";"-";"0905"
"Eijsden";"2006";"25 tot 30 jaar";"389";"190";"199";"280";"165";"115";"104";"24";"80";"-";"-";"-";"5";"1";"4";"0905"
"Eijsden";"2006";"30 tot 35 jaar";"586";"289";"297";"205";"134";"71";"362";"150";"212";"-";"-";"-";"19";"5";"14";"0905"
"Eijsden";"2006";"35 tot 40 jaar";"924";"450";"474";"167";"101";"66";"697";"323";"374";"1";"-";"1";"59";"26";"33";"0905"
"Eijsden";"2006";"40 tot 45 jaar";"1035";"517";"518";"133";"85";"48";"812";"395";"417";"4";"-";"4";"86";"37";"49";"0905"
"Eijsden";"2006";"45 tot 50 jaar";"929";"473";"456";"88";"64";"24";"741";"376";"365";"10";"-";"10";"90";"33";"57";"0905"
"Eijsden";"2006";"50 tot 55 jaar";"959";"473";"486";"59";"37";"22";"806";"391";"415";"22";"6";"16";"72";"39";"33";"0905"
"Eijsden";"2006";"55 tot 60 jaar";"917";"486";"431";"43";"30";"13";"771";"408";"363";"31";"7";"24";"72";"41";"31";"0905"
"Eijsden";"2006";"60 tot 65 jaar";"732";"386";"346";"24";"18";"6";"628";"337";"291";"43";"13";"30";"37";"18";"19";"0905"
"Eijsden";"2006";"65 tot 70 jaar";"631";"313";"318";"26";"16";"10";"504";"264";"240";"75";"16";"59";"26";"17";"9";"0905"
"Eijsden";"2006";"70 tot 75 jaar";"464";"223";"241";"24";"19";"5";"320";"179";"141";"100";"16";"84";"20";"9";"11";"0905"
"Eijsden";"2006";"75 tot 80 jaar";"340";"144";"196";"14";"6";"8";"200";"115";"85";"117";"20";"97";"9";"3";"6";"0905"
"Eijsden";"2006";"80 tot 85 jaar";"249";"93";"156";"14";"7";"7";"91";"60";"31";"136";"22";"114";"8";"4";"4";"0905"
"Eijsden";"2006";"85 tot 90 jaar";"100";"28";"72";"16";"1";"15";"18";"12";"6";"64";"15";"49";"2";"-";"2";"0905"
"Eijsden";"2006";"90 tot 95 jaar";"44";"6";"38";"7";"-";"7";"7";"3";"4";"29";"3";"26";"1";"-";"1";"0905"
"Eijsden";"2006";"95 jaar of ouder";"6";"1";"5";"2";"-";"2";"1";"1";"-";"3";"-";"3";"-";"-";"-";"0905"
"Eindhoven";"2006";"Totaal leeftijden";"209172";"105649";"103523";"102540";"56765";"45775";"78676";"39437";"39239";"11618";"2373";"9245";"16338";"7074";"9264";"0772"
"Eindhoven";"2006";"Jonger dan 5 jaar";"11669";"5944";"5725";"11669";"5944";"5725";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0772"
"Eindhoven";"2006";"5 tot 10 jaar";"10694";"5455";"5239";"10694";"5455";"5239";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0772"
"Eindhoven";"2006";"10 tot 15 jaar";"10534";"5392";"5142";"10534";"5392";"5142";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0772"
"Eindhoven";"2006";"15 tot 20 jaar";"11085";"5719";"5366";"11062";"5716";"5346";"22";"2";"20";"-";"-";"-";"1";"1";"-";"0772"
"Eindhoven";"2006";"20 tot 25 jaar";"16243";"8795";"7448";"15418";"8602";"6816";"769";"181";"588";"3";"1";"2";"53";"11";"42";"0772"
"Eindhoven";"2006";"25 tot 30 jaar";"17841";"9538";"8303";"14281";"8245";"6036";"3296";"1222";"2074";"6";"-";"6";"258";"71";"187";"0772"
"Eindhoven";"2006";"30 tot 35 jaar";"16872";"9071";"7801";"9652";"5992";"3660";"6422";"2802";"3620";"19";"8";"11";"779";"269";"510";"0772"
"Eindhoven";"2006";"35 tot 40 jaar";"16633";"8938";"7695";"6548";"4152";"2396";"8380";"4085";"4295";"42";"10";"32";"1663";"691";"972";"0772"
"Eindhoven";"2006";"40 tot 45 jaar";"15677";"8143";"7534";"4093";"2496";"1597";"9196";"4610";"4586";"107";"30";"77";"2281";"1007";"1274";"0772"
"Eindhoven";"2006";"45 tot 50 jaar";"14104";"7319";"6785";"2861";"1763";"1098";"8721";"4429";"4292";"159";"46";"113";"2363";"1081";"1282";"0772"
"Eindhoven";"2006";"50 tot 55 jaar";"12554";"6357";"6197";"1731";"1088";"643";"8191";"4082";"4109";"265";"59";"206";"2367";"1128";"1239";"0772"
"Eindhoven";"2006";"55 tot 60 jaar";"12795";"6379";"6416";"1208";"765";"443";"8957";"4531";"4426";"516";"122";"394";"2114";"961";"1153";"0772"
"Eindhoven";"2006";"60 tot 65 jaar";"10247";"5176";"5071";"693";"422";"271";"7169";"3827";"3342";"767";"205";"562";"1618";"722";"896";"0772"
"Eindhoven";"2006";"65 tot 70 jaar";"9052";"4311";"4741";"533";"291";"242";"6256";"3269";"2987";"1089";"247";"842";"1174";"504";"670";"0772"
"Eindhoven";"2006";"70 tot 75 jaar";"8432";"3774";"4658";"535";"204";"331";"5318";"2896";"2422";"1790";"341";"1449";"789";"333";"456";"0772"
"Eindhoven";"2006";"75 tot 80 jaar";"6600";"2710";"3890";"430";"130";"300";"3417";"1932";"1485";"2264";"456";"1808";"489";"192";"297";"0772"
"Eindhoven";"2006";"80 tot 85 jaar";"4730";"1725";"3005";"322";"71";"251";"1842";"1114";"728";"2326";"465";"1861";"240";"75";"165";"0772"
"Eindhoven";"2006";"85 tot 90 jaar";"2355";"700";"1655";"183";"28";"155";"595";"373";"222";"1468";"276";"1192";"109";"23";"86";"0772"
"Eindhoven";"2006";"90 tot 95 jaar";"856";"176";"680";"74";"8";"66";"120";"77";"43";"630";"86";"544";"32";"5";"27";"0772"
"Eindhoven";"2006";"95 jaar of ouder";"199";"27";"172";"19";"1";"18";"5";"5";"-";"167";"21";"146";"8";"-";"8";"0772"
"Elburg";"2006";"Totaal leeftijden";"22086";"10938";"11148";"9234";"4908";"4326";"10988";"5482";"5506";"1093";"216";"877";"771";"332";"439";"0230"
"Elburg";"2006";"Jonger dan 5 jaar";"1539";"787";"752";"1539";"787";"752";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0230"
"Elburg";"2006";"5 tot 10 jaar";"1576";"808";"768";"1576";"808";"768";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0230"
"Elburg";"2006";"10 tot 15 jaar";"1482";"698";"784";"1482";"698";"784";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0230"
"Elburg";"2006";"15 tot 20 jaar";"1470";"754";"716";"1469";"754";"715";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0230"
"Elburg";"2006";"20 tot 25 jaar";"1364";"677";"687";"1151";"624";"527";"211";"53";"158";"-";"-";"-";"2";"-";"2";"0230"
"Elburg";"2006";"25 tot 30 jaar";"1385";"730";"655";"724";"466";"258";"647";"258";"389";"1";"-";"1";"13";"6";"7";"0230"
"Elburg";"2006";"30 tot 35 jaar";"1518";"776";"742";"414";"249";"165";"1044";"500";"544";"1";"-";"1";"59";"27";"32";"0230"
"Elburg";"2006";"35 tot 40 jaar";"1697";"859";"838";"263";"171";"92";"1348";"651";"697";"4";"1";"3";"82";"36";"46";"0230"
"Elburg";"2006";"40 tot 45 jaar";"1647";"837";"810";"185";"109";"76";"1325";"670";"655";"6";"1";"5";"131";"57";"74";"0230"
"Elburg";"2006";"45 tot 50 jaar";"1456";"751";"705";"122";"73";"49";"1204";"611";"593";"16";"2";"14";"114";"65";"49";"0230"
"Elburg";"2006";"50 tot 55 jaar";"1361";"674";"687";"94";"63";"31";"1129";"555";"574";"34";"14";"20";"104";"42";"62";"0230"
"Elburg";"2006";"55 tot 60 jaar";"1553";"757";"796";"69";"40";"29";"1313";"657";"656";"75";"22";"53";"96";"38";"58";"0230"
"Elburg";"2006";"60 tot 65 jaar";"1196";"611";"585";"40";"26";"14";"999";"539";"460";"94";"20";"74";"63";"26";"37";"0230"
"Elburg";"2006";"65 tot 70 jaar";"863";"409";"454";"28";"17";"11";"682";"356";"326";"110";"18";"92";"43";"18";"25";"0230"
"Elburg";"2006";"70 tot 75 jaar";"740";"325";"415";"23";"9";"14";"520";"286";"234";"174";"24";"150";"23";"6";"17";"0230"
"Elburg";"2006";"75 tot 80 jaar";"599";"266";"333";"27";"7";"20";"352";"215";"137";"197";"39";"158";"23";"5";"18";"0230"
"Elburg";"2006";"80 tot 85 jaar";"360";"132";"228";"15";"4";"11";"150";"89";"61";"184";"34";"150";"11";"5";"6";"0230"
"Elburg";"2006";"85 tot 90 jaar";"210";"71";"139";"10";"3";"7";"52";"34";"18";"142";"33";"109";"6";"1";"5";"0230"
"Elburg";"2006";"90 tot 95 jaar";"55";"12";"43";"2";"-";"2";"10";"7";"3";"42";"5";"37";"1";"-";"1";"0230"
"Elburg";"2006";"95 jaar of ouder";"15";"4";"11";"1";"-";"1";"1";"1";"-";"13";"3";"10";"-";"-";"-";"0230"
"Emmen";"2006";"Totaal leeftijden";"108589";"53647";"54942";"44978";"24271";"20707";"50739";"25370";"25369";"7101";"1453";"5648";"5771";"2553";"3218";"0114"
"Emmen";"2006";"Jonger dan 5 jaar";"6148";"3124";"3024";"6148";"3124";"3024";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0114"
"Emmen";"2006";"5 tot 10 jaar";"6635";"3478";"3157";"6635";"3478";"3157";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0114"
"Emmen";"2006";"10 tot 15 jaar";"6372";"3133";"3239";"6372";"3133";"3239";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0114"
"Emmen";"2006";"15 tot 20 jaar";"6404";"3290";"3114";"6395";"3289";"3106";"9";"1";"8";"-";"-";"-";"-";"-";"-";"0114"
"Emmen";"2006";"20 tot 25 jaar";"5501";"2849";"2652";"5204";"2784";"2420";"282";"62";"220";"1";"-";"1";"14";"3";"11";"0114"
"Emmen";"2006";"25 tot 30 jaar";"5804";"2974";"2830";"4331";"2456";"1875";"1391";"493";"898";"2";"1";"1";"80";"24";"56";"0114"
"Emmen";"2006";"30 tot 35 jaar";"7014";"3480";"3534";"3217";"1881";"1336";"3496";"1497";"1999";"6";"1";"5";"295";"101";"194";"0114"
"Emmen";"2006";"35 tot 40 jaar";"8286";"4197";"4089";"2357";"1439";"918";"5253";"2491";"2762";"24";"-";"24";"652";"267";"385";"0114"
"Emmen";"2006";"40 tot 45 jaar";"8761";"4420";"4341";"1527";"955";"572";"6188";"3021";"3167";"52";"19";"33";"994";"425";"569";"0114"
"Emmen";"2006";"45 tot 50 jaar";"8133";"4096";"4037";"919";"577";"342";"6185";"3034";"3151";"133";"45";"88";"896";"440";"456";"0114"
"Emmen";"2006";"50 tot 55 jaar";"7774";"3911";"3863";"561";"368";"193";"6167";"3091";"3076";"214";"53";"161";"832";"399";"433";"0114"
"Emmen";"2006";"55 tot 60 jaar";"8094";"4172";"3922";"406";"272";"134";"6546";"3435";"3111";"409";"123";"286";"733";"342";"391";"0114"
"Emmen";"2006";"60 tot 65 jaar";"6009";"2971";"3038";"227";"152";"75";"4723";"2439";"2284";"544";"136";"408";"515";"244";"271";"0114"
"Emmen";"2006";"65 tot 70 jaar";"5259";"2512";"2747";"194";"122";"72";"3990";"2083";"1907";"743";"164";"579";"332";"143";"189";"0114"
"Emmen";"2006";"70 tot 75 jaar";"4610";"2115";"2495";"166";"110";"56";"3119";"1708";"1411";"1116";"211";"905";"209";"86";"123";"0114"
"Emmen";"2006";"75 tot 80 jaar";"3519";"1475";"2044";"134";"69";"65";"1933";"1115";"818";"1325";"238";"1087";"127";"53";"74";"0114"
"Emmen";"2006";"80 tot 85 jaar";"2544";"920";"1624";"103";"35";"68";"1058";"631";"427";"1326";"236";"1090";"57";"18";"39";"0114"
"Emmen";"2006";"85 tot 90 jaar";"1253";"415";"838";"53";"20";"33";"338";"226";"112";"837";"164";"673";"25";"5";"20";"0114"
"Emmen";"2006";"90 tot 95 jaar";"400";"108";"292";"27";"7";"20";"58";"41";"17";"305";"57";"248";"10";"3";"7";"0114"
"Emmen";"2006";"95 jaar of ouder";"69";"7";"62";"2";"-";"2";"3";"2";"1";"64";"5";"59";"-";"-";"-";"0114"
"Enkhuizen";"2006";"Totaal leeftijden";"17715";"8799";"8916";"7898";"4276";"3622";"7655";"3823";"3832";"951";"168";"783";"1211";"532";"679";"0388"
"Enkhuizen";"2006";"Jonger dan 5 jaar";"999";"537";"462";"999";"537";"462";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0388"
"Enkhuizen";"2006";"5 tot 10 jaar";"1030";"529";"501";"1030";"529";"501";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0388"
"Enkhuizen";"2006";"10 tot 15 jaar";"1171";"602";"569";"1171";"602";"569";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0388"
"Enkhuizen";"2006";"15 tot 20 jaar";"1093";"537";"556";"1091";"537";"554";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0388"
"Enkhuizen";"2006";"20 tot 25 jaar";"986";"504";"482";"921";"491";"430";"62";"13";"49";"-";"-";"-";"3";"-";"3";"0388"
"Enkhuizen";"2006";"25 tot 30 jaar";"1099";"556";"543";"810";"461";"349";"269";"89";"180";"-";"-";"-";"20";"6";"14";"0388"
"Enkhuizen";"2006";"30 tot 35 jaar";"1237";"648";"589";"629";"377";"252";"557";"258";"299";"3";"1";"2";"48";"12";"36";"0388"
"Enkhuizen";"2006";"35 tot 40 jaar";"1333";"666";"667";"409";"243";"166";"807";"377";"430";"2";"-";"2";"115";"46";"69";"0388"
"Enkhuizen";"2006";"40 tot 45 jaar";"1431";"723";"708";"280";"165";"115";"971";"477";"494";"10";"5";"5";"170";"76";"94";"0388"
"Enkhuizen";"2006";"45 tot 50 jaar";"1284";"623";"661";"197";"116";"81";"894";"429";"465";"22";"3";"19";"171";"75";"96";"0388"
"Enkhuizen";"2006";"50 tot 55 jaar";"1303";"653";"650";"120";"80";"40";"966";"482";"484";"24";"3";"21";"193";"88";"105";"0388"
"Enkhuizen";"2006";"55 tot 60 jaar";"1402";"722";"680";"77";"54";"23";"1067";"559";"508";"63";"16";"47";"195";"93";"102";"0388"
"Enkhuizen";"2006";"60 tot 65 jaar";"929";"467";"462";"53";"31";"22";"703";"367";"336";"54";"11";"43";"119";"58";"61";"0388"
"Enkhuizen";"2006";"65 tot 70 jaar";"746";"359";"387";"30";"20";"10";"547";"290";"257";"97";"17";"80";"72";"32";"40";"0388"
"Enkhuizen";"2006";"70 tot 75 jaar";"627";"309";"318";"26";"16";"10";"398";"236";"162";"146";"29";"117";"57";"28";"29";"0388"
"Enkhuizen";"2006";"75 tot 80 jaar";"408";"176";"232";"19";"8";"11";"225";"131";"94";"137";"24";"113";"27";"13";"14";"0388"
"Enkhuizen";"2006";"80 tot 85 jaar";"358";"120";"238";"23";"6";"17";"130";"77";"53";"191";"32";"159";"14";"5";"9";"0388"
"Enkhuizen";"2006";"85 tot 90 jaar";"189";"47";"142";"9";"2";"7";"43";"26";"17";"131";"19";"112";"6";"-";"6";"0388"
"Enkhuizen";"2006";"90 tot 95 jaar";"77";"21";"56";"3";"1";"2";"14";"12";"2";"59";"8";"51";"1";"-";"1";"0388"
"Enkhuizen";"2006";"95 jaar of ouder";"13";"-";"13";"1";"-";"1";"-";"-";"-";"12";"-";"12";"-";"-";"-";"0388"
"Enschede";"2006";"Totaal leeftijden";"154377";"78542";"75835";"75519";"42390";"33129";"60103";"30108";"29995";"8927";"1757";"7170";"9828";"4287";"5541";"0153"
"Enschede";"2006";"Jonger dan 5 jaar";"8794";"4502";"4292";"8794";"4502";"4292";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0153"
"Enschede";"2006";"5 tot 10 jaar";"8725";"4501";"4224";"8725";"4501";"4224";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0153"
"Enschede";"2006";"10 tot 15 jaar";"8549";"4304";"4245";"8549";"4304";"4245";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0153"
"Enschede";"2006";"15 tot 20 jaar";"9574";"5136";"4438";"9554";"5132";"4422";"19";"3";"16";"-";"-";"-";"1";"1";"-";"0153"
"Enschede";"2006";"20 tot 25 jaar";"13637";"7819";"5818";"12956";"7655";"5301";"663";"161";"502";"-";"-";"-";"18";"3";"15";"0153"
"Enschede";"2006";"25 tot 30 jaar";"12050";"6603";"5447";"9313";"5590";"3723";"2560";"963";"1597";"3";"1";"2";"174";"49";"125";"0153"
"Enschede";"2006";"30 tot 35 jaar";"11425";"6044";"5381";"5896";"3636";"2260";"4933";"2211";"2722";"16";"2";"14";"580";"195";"385";"0153"
"Enschede";"2006";"35 tot 40 jaar";"12032";"6307";"5725";"4066";"2512";"1554";"6743";"3267";"3476";"44";"11";"33";"1179";"517";"662";"0153"
"Enschede";"2006";"40 tot 45 jaar";"11219";"5844";"5375";"2701";"1686";"1015";"7026";"3502";"3524";"76";"20";"56";"1416";"636";"780";"0153"
"Enschede";"2006";"45 tot 50 jaar";"10090";"5077";"5013";"1788";"1078";"710";"6758";"3351";"3407";"135";"27";"108";"1409";"621";"788";"0153"
"Enschede";"2006";"50 tot 55 jaar";"9135";"4571";"4564";"1077";"672";"405";"6462";"3204";"3258";"251";"66";"185";"1345";"629";"716";"0153"
"Enschede";"2006";"55 tot 60 jaar";"10110";"5097";"5013";"751";"463";"288";"7533";"3863";"3670";"480";"115";"365";"1346";"656";"690";"0153"
"Enschede";"2006";"60 tot 65 jaar";"7612";"3870";"3742";"393";"252";"141";"5699";"3068";"2631";"671";"159";"512";"849";"391";"458";"0153"
"Enschede";"2006";"65 tot 70 jaar";"6357";"3074";"3283";"277";"168";"109";"4553";"2421";"2132";"907";"208";"699";"620";"277";"343";"0153"
"Enschede";"2006";"70 tot 75 jaar";"5324";"2424";"2900";"241";"126";"115";"3352";"1844";"1508";"1312";"295";"1017";"419";"159";"260";"0153"
"Enschede";"2006";"75 tot 80 jaar";"4420";"1778";"2642";"190";"61";"129";"2284";"1307";"977";"1675";"314";"1361";"271";"96";"175";"0153"
"Enschede";"2006";"80 tot 85 jaar";"3100";"1066";"2034";"135";"32";"103";"1133";"697";"436";"1702";"296";"1406";"130";"41";"89";"0153"
"Enschede";"2006";"85 tot 90 jaar";"1519";"397";"1122";"78";"16";"62";"323";"203";"120";"1067";"165";"902";"51";"13";"38";"0153"
"Enschede";"2006";"90 tot 95 jaar";"590";"114";"476";"27";"3";"24";"56";"39";"17";"491";"70";"421";"16";"2";"14";"0153"
"Enschede";"2006";"95 jaar of ouder";"115";"14";"101";"8";"1";"7";"6";"4";"2";"97";"8";"89";"4";"1";"3";"0153"
"Epe";"2006";"Totaal leeftijden";"32978";"16238";"16740";"12977";"7046";"5931";"16355";"8180";"8175";"2254";"408";"1846";"1392";"604";"788";"0232"
"Epe";"2006";"Jonger dan 5 jaar";"1784";"902";"882";"1784";"902";"882";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0232"
"Epe";"2006";"5 tot 10 jaar";"2000";"1042";"958";"2000";"1042";"958";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0232"
"Epe";"2006";"10 tot 15 jaar";"1972";"1022";"950";"1972";"1022";"950";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0232"
"Epe";"2006";"15 tot 20 jaar";"1909";"984";"925";"1909";"984";"925";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0232"
"Epe";"2006";"20 tot 25 jaar";"1526";"831";"695";"1425";"810";"615";"97";"20";"77";"-";"-";"-";"4";"1";"3";"0232"
"Epe";"2006";"25 tot 30 jaar";"1457";"779";"678";"1046";"632";"414";"388";"141";"247";"-";"-";"-";"23";"6";"17";"0232"
"Epe";"2006";"30 tot 35 jaar";"1894";"946";"948";"768";"473";"295";"1079";"459";"620";"2";"1";"1";"45";"13";"32";"0232"
"Epe";"2006";"35 tot 40 jaar";"2292";"1134";"1158";"594";"353";"241";"1590";"734";"856";"8";"2";"6";"100";"45";"55";"0232"
"Epe";"2006";"40 tot 45 jaar";"2562";"1286";"1276";"477";"280";"197";"1871";"923";"948";"17";"4";"13";"197";"79";"118";"0232"
"Epe";"2006";"45 tot 50 jaar";"2425";"1226";"1199";"327";"196";"131";"1863";"928";"935";"35";"9";"26";"200";"93";"107";"0232"
"Epe";"2006";"50 tot 55 jaar";"2388";"1186";"1202";"196";"108";"88";"1900";"958";"942";"65";"14";"51";"227";"106";"121";"0232"
"Epe";"2006";"55 tot 60 jaar";"2648";"1294";"1354";"150";"84";"66";"2157";"1066";"1091";"112";"31";"81";"229";"113";"116";"0232"
"Epe";"2006";"60 tot 65 jaar";"2137";"1087";"1050";"91";"56";"35";"1797";"939";"858";"123";"28";"95";"126";"64";"62";"0232"
"Epe";"2006";"65 tot 70 jaar";"1710";"822";"888";"64";"40";"24";"1347";"713";"634";"198";"35";"163";"101";"34";"67";"0232"
"Epe";"2006";"70 tot 75 jaar";"1539";"691";"848";"55";"29";"26";"1072";"590";"482";"351";"51";"300";"61";"21";"40";"0232"
"Epe";"2006";"75 tot 80 jaar";"1230";"516";"714";"47";"20";"27";"706";"408";"298";"441";"74";"367";"36";"14";"22";"0232"
"Epe";"2006";"80 tot 85 jaar";"817";"300";"517";"37";"12";"25";"337";"202";"135";"417";"75";"342";"26";"11";"15";"0232"
"Epe";"2006";"85 tot 90 jaar";"476";"143";"333";"25";"2";"23";"124";"79";"45";"316";"59";"257";"11";"3";"8";"0232"
"Epe";"2006";"90 tot 95 jaar";"173";"41";"132";"8";"1";"7";"25";"18";"7";"135";"21";"114";"5";"1";"4";"0232"
"Epe";"2006";"95 jaar of ouder";"39";"6";"33";"2";"-";"2";"2";"2";"-";"34";"4";"30";"1";"-";"1";"0232"
"Ermelo";"2006";"Totaal leeftijden";"26251";"12875";"13376";"11456";"5987";"5469";"12067";"6031";"6036";"1395";"264";"1131";"1333";"593";"740";"0233"
