"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Bergeijk";"2006";"95 jaar of ouder";"8";"3";"5";"1";"-";"1";"1";"1";"-";"6";"2";"4";"-";"-";"-";"1724"
"Bergen (L.)";"2006";"Totaal leeftijden";"13612";"6794";"6818";"5637";"3055";"2582";"6565";"3285";"3280";"798";"155";"643";"612";"299";"313";"0893"
"Bergen (L.)";"2006";"Jonger dan 5 jaar";"714";"338";"376";"714";"338";"376";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0893"
"Bergen (L.)";"2006";"5 tot 10 jaar";"879";"426";"453";"879";"426";"453";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0893"
"Bergen (L.)";"2006";"10 tot 15 jaar";"908";"456";"452";"908";"456";"452";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0893"
"Bergen (L.)";"2006";"15 tot 20 jaar";"855";"440";"415";"855";"440";"415";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0893"
"Bergen (L.)";"2006";"20 tot 25 jaar";"605";"311";"294";"586";"307";"279";"18";"4";"14";"-";"-";"-";"1";"-";"1";"0893"
"Bergen (L.)";"2006";"25 tot 30 jaar";"613";"324";"289";"488";"292";"196";"119";"30";"89";"-";"-";"-";"6";"2";"4";"0893"
"Bergen (L.)";"2006";"30 tot 35 jaar";"764";"387";"377";"331";"215";"116";"404";"165";"239";"4";"-";"4";"25";"7";"18";"0893"
"Bergen (L.)";"2006";"35 tot 40 jaar";"1094";"555";"539";"295";"194";"101";"735";"333";"402";"1";"-";"1";"63";"28";"35";"0893"
"Bergen (L.)";"2006";"40 tot 45 jaar";"1189";"598";"591";"187";"115";"72";"899";"444";"455";"8";"-";"8";"95";"39";"56";"0893"
"Bergen (L.)";"2006";"45 tot 50 jaar";"1142";"590";"552";"118";"85";"33";"894";"448";"446";"13";"4";"9";"117";"53";"64";"0893"
"Bergen (L.)";"2006";"50 tot 55 jaar";"1037";"524";"513";"80";"58";"22";"839";"411";"428";"35";"7";"28";"83";"48";"35";"0893"
"Bergen (L.)";"2006";"55 tot 60 jaar";"1044";"590";"454";"52";"43";"9";"849";"474";"375";"50";"18";"32";"93";"55";"38";"0893"
"Bergen (L.)";"2006";"60 tot 65 jaar";"748";"363";"385";"33";"28";"5";"599";"293";"306";"58";"10";"48";"58";"32";"26";"0893"
"Bergen (L.)";"2006";"65 tot 70 jaar";"659";"332";"327";"28";"19";"9";"501";"270";"231";"95";"27";"68";"35";"16";"19";"0893"
"Bergen (L.)";"2006";"70 tot 75 jaar";"529";"240";"289";"32";"21";"11";"356";"194";"162";"128";"17";"111";"13";"8";"5";"0893"
"Bergen (L.)";"2006";"75 tot 80 jaar";"396";"158";"238";"31";"11";"20";"209";"120";"89";"144";"19";"125";"12";"8";"4";"0893"
"Bergen (L.)";"2006";"80 tot 85 jaar";"286";"112";"174";"14";"6";"8";"102";"72";"30";"159";"31";"128";"11";"3";"8";"0893"
"Bergen (L.)";"2006";"85 tot 90 jaar";"99";"30";"69";"5";"1";"4";"32";"19";"13";"62";"10";"52";"-";"-";"-";"0893"
"Bergen (L.)";"2006";"90 tot 95 jaar";"45";"19";"26";"1";"-";"1";"8";"8";"-";"36";"11";"25";"-";"-";"-";"0893"
"Bergen (L.)";"2006";"95 jaar of ouder";"6";"1";"5";"-";"-";"-";"1";"-";"1";"5";"1";"4";"-";"-";"-";"0893"
"Bergen (NH.)";"2006";"Totaal leeftijden";"31505";"15285";"16220";"12972";"6894";"6078";"14245";"7112";"7133";"2133";"420";"1713";"2155";"859";"1296";"0373"
"Bergen (NH.)";"2006";"Jonger dan 5 jaar";"1408";"721";"687";"1408";"721";"687";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0373"
"Bergen (NH.)";"2006";"5 tot 10 jaar";"1754";"907";"847";"1754";"907";"847";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0373"
"Bergen (NH.)";"2006";"10 tot 15 jaar";"1943";"1028";"915";"1943";"1028";"915";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0373"
"Bergen (NH.)";"2006";"15 tot 20 jaar";"1734";"879";"855";"1732";"879";"853";"2";"-";"2";"-";"-";"-";"-";"-";"-";"0373"
"Bergen (NH.)";"2006";"20 tot 25 jaar";"1268";"672";"596";"1247";"668";"579";"20";"4";"16";"-";"-";"-";"1";"-";"1";"0373"
"Bergen (NH.)";"2006";"25 tot 30 jaar";"1082";"582";"500";"943";"533";"410";"123";"43";"80";"1";"1";"-";"15";"5";"10";"0373"
"Bergen (NH.)";"2006";"30 tot 35 jaar";"1365";"655";"710";"820";"473";"347";"505";"172";"333";"1";"-";"1";"39";"10";"29";"0373"
"Bergen (NH.)";"2006";"35 tot 40 jaar";"2097";"1022";"1075";"896";"518";"378";"1060";"458";"602";"5";"-";"5";"136";"46";"90";"0373"
"Bergen (NH.)";"2006";"40 tot 45 jaar";"2346";"1150";"1196";"662";"365";"297";"1441";"678";"763";"8";"2";"6";"235";"105";"130";"0373"
"Bergen (NH.)";"2006";"45 tot 50 jaar";"2285";"1111";"1174";"447";"258";"189";"1564";"744";"820";"27";"8";"19";"247";"101";"146";"0373"
"Bergen (NH.)";"2006";"50 tot 55 jaar";"2349";"1117";"1232";"309";"183";"126";"1670";"797";"873";"53";"16";"37";"317";"121";"196";"0373"
"Bergen (NH.)";"2006";"55 tot 60 jaar";"3143";"1538";"1605";"254";"153";"101";"2330";"1165";"1165";"132";"38";"94";"427";"182";"245";"0373"
"Bergen (NH.)";"2006";"60 tot 65 jaar";"2352";"1135";"1217";"125";"68";"57";"1789";"916";"873";"156";"32";"124";"282";"119";"163";"0373"
"Bergen (NH.)";"2006";"65 tot 70 jaar";"1936";"983";"953";"80";"48";"32";"1454";"813";"641";"213";"46";"167";"189";"76";"113";"0373"
"Bergen (NH.)";"2006";"70 tot 75 jaar";"1486";"721";"765";"76";"41";"35";"1055";"584";"471";"247";"55";"192";"108";"41";"67";"0373"
"Bergen (NH.)";"2006";"75 tot 80 jaar";"1205";"520";"685";"96";"29";"67";"686";"386";"300";"353";"71";"282";"70";"34";"36";"0373"
"Bergen (NH.)";"2006";"80 tot 85 jaar";"921";"325";"596";"83";"16";"67";"373";"231";"142";"408";"61";"347";"57";"17";"40";"0373"
"Bergen (NH.)";"2006";"85 tot 90 jaar";"572";"172";"400";"56";"6";"50";"142";"99";"43";"353";"65";"288";"21";"2";"19";"0373"
"Bergen (NH.)";"2006";"90 tot 95 jaar";"208";"43";"165";"30";"-";"30";"26";"19";"7";"145";"24";"121";"7";"-";"7";"0373"
"Bergen (NH.)";"2006";"95 jaar of ouder";"51";"4";"47";"11";"-";"11";"5";"3";"2";"31";"1";"30";"4";"-";"4";"0373"
"Bergen op Zoom";"2006";"Totaal leeftijden";"65767";"32476";"33291";"27251";"14653";"12598";"29973";"15022";"14951";"3975";"794";"3181";"4568";"2007";"2561";"0748"
"Bergen op Zoom";"2006";"Jonger dan 5 jaar";"3641";"1838";"1803";"3641";"1838";"1803";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0748"
"Bergen op Zoom";"2006";"5 tot 10 jaar";"3897";"2057";"1840";"3897";"2057";"1840";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0748"
"Bergen op Zoom";"2006";"10 tot 15 jaar";"4045";"2044";"2001";"4045";"2044";"2001";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0748"
"Bergen op Zoom";"2006";"15 tot 20 jaar";"3998";"2019";"1979";"3990";"2019";"1971";"7";"-";"7";"-";"-";"-";"1";"-";"1";"0748"
"Bergen op Zoom";"2006";"20 tot 25 jaar";"3356";"1712";"1644";"3072";"1664";"1408";"269";"47";"222";"-";"-";"-";"15";"1";"14";"0748"
"Bergen op Zoom";"2006";"25 tot 30 jaar";"3541";"1731";"1810";"2513";"1373";"1140";"967";"344";"623";"3";"1";"2";"58";"13";"45";"0748"
"Bergen op Zoom";"2006";"30 tot 35 jaar";"4324";"2148";"2176";"1841";"1101";"740";"2226";"953";"1273";"5";"4";"1";"252";"90";"162";"0748"
"Bergen op Zoom";"2006";"35 tot 40 jaar";"5251";"2644";"2607";"1353";"810";"543";"3404";"1645";"1759";"13";"3";"10";"481";"186";"295";"0748"
"Bergen op Zoom";"2006";"40 tot 45 jaar";"5410";"2729";"2681";"907";"544";"363";"3784";"1870";"1914";"36";"9";"27";"683";"306";"377";"0748"
"Bergen op Zoom";"2006";"45 tot 50 jaar";"5034";"2572";"2462";"599";"388";"211";"3650";"1817";"1833";"59";"12";"47";"726";"355";"371";"0748"
"Bergen op Zoom";"2006";"50 tot 55 jaar";"4714";"2372";"2342";"418";"287";"131";"3471";"1730";"1741";"104";"30";"74";"721";"325";"396";"0748"
"Bergen op Zoom";"2006";"55 tot 60 jaar";"4891";"2517";"2374";"285";"201";"84";"3798";"1984";"1814";"224";"57";"167";"584";"275";"309";"0748"
"Bergen op Zoom";"2006";"60 tot 65 jaar";"3733";"1882";"1851";"170";"117";"53";"2863";"1507";"1356";"288";"73";"215";"412";"185";"227";"0748"
"Bergen op Zoom";"2006";"65 tot 70 jaar";"2977";"1494";"1483";"128";"64";"64";"2204";"1211";"993";"385";"88";"297";"260";"131";"129";"0748"
"Bergen op Zoom";"2006";"70 tot 75 jaar";"2382";"1100";"1282";"106";"60";"46";"1549";"851";"698";"543";"115";"428";"184";"74";"110";"0748"
"Bergen op Zoom";"2006";"75 tot 80 jaar";"2057";"855";"1202";"107";"39";"68";"1083";"631";"452";"762";"144";"618";"105";"41";"64";"0748"
"Bergen op Zoom";"2006";"80 tot 85 jaar";"1407";"473";"934";"85";"29";"56";"503";"306";"197";"755";"116";"639";"64";"22";"42";"0748"
"Bergen op Zoom";"2006";"85 tot 90 jaar";"780";"215";"565";"59";"10";"49";"168";"109";"59";"540";"94";"446";"13";"2";"11";"0748"
"Bergen op Zoom";"2006";"90 tot 95 jaar";"271";"62";"209";"30";"8";"22";"24";"15";"9";"208";"38";"170";"9";"1";"8";"0748"
"Bergen op Zoom";"2006";"95 jaar of ouder";"58";"12";"46";"5";"-";"5";"3";"2";"1";"50";"10";"40";"-";"-";"-";"0748"
"Bergschenhoek";"2006";"Totaal leeftijden";"16606";"8269";"8337";"7681";"4016";"3665";"7752";"3878";"3874";"495";"94";"401";"678";"281";"397";"0492"
"Bergschenhoek";"2006";"Jonger dan 5 jaar";"1563";"839";"724";"1563";"839";"724";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0492"
"Bergschenhoek";"2006";"5 tot 10 jaar";"1550";"775";"775";"1550";"775";"775";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0492"
"Bergschenhoek";"2006";"10 tot 15 jaar";"1253";"614";"639";"1253";"614";"639";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0492"
"Bergschenhoek";"2006";"15 tot 20 jaar";"882";"461";"421";"881";"461";"420";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0492"
"Bergschenhoek";"2006";"20 tot 25 jaar";"533";"279";"254";"506";"276";"230";"25";"3";"22";"-";"-";"-";"2";"-";"2";"0492"
"Bergschenhoek";"2006";"25 tot 30 jaar";"739";"333";"406";"510";"269";"241";"224";"64";"160";"-";"-";"-";"5";"-";"5";"0492"
"Bergschenhoek";"2006";"30 tot 35 jaar";"1305";"582";"723";"451";"249";"202";"822";"324";"498";"1";"1";"-";"31";"8";"23";"0492"
"Bergschenhoek";"2006";"35 tot 40 jaar";"1969";"986";"983";"416";"237";"179";"1444";"710";"734";"4";"1";"3";"105";"38";"67";"0492"
"Bergschenhoek";"2006";"40 tot 45 jaar";"1682";"871";"811";"228";"134";"94";"1332";"687";"645";"6";"1";"5";"116";"49";"67";"0492"
"Bergschenhoek";"2006";"45 tot 50 jaar";"1183";"624";"559";"117";"59";"58";"946";"505";"441";"9";"3";"6";"111";"57";"54";"0492"
"Bergschenhoek";"2006";"50 tot 55 jaar";"860";"437";"423";"52";"34";"18";"711";"363";"348";"21";"6";"15";"76";"34";"42";"0492"
"Bergschenhoek";"2006";"55 tot 60 jaar";"928";"457";"471";"35";"24";"11";"772";"390";"382";"29";"7";"22";"92";"36";"56";"0492"
"Bergschenhoek";"2006";"60 tot 65 jaar";"669";"331";"338";"24";"11";"13";"553";"295";"258";"37";"7";"30";"55";"18";"37";"0492"
"Bergschenhoek";"2006";"65 tot 70 jaar";"509";"250";"259";"24";"9";"15";"396";"215";"181";"55";"8";"47";"34";"18";"16";"0492"
"Bergschenhoek";"2006";"70 tot 75 jaar";"412";"203";"209";"24";"12";"12";"273";"163";"110";"90";"15";"75";"25";"13";"12";"0492"
"Bergschenhoek";"2006";"75 tot 80 jaar";"286";"139";"147";"22";"9";"13";"164";"107";"57";"86";"16";"70";"14";"7";"7";"0492"
"Bergschenhoek";"2006";"80 tot 85 jaar";"162";"54";"108";"15";"3";"12";"67";"37";"30";"73";"11";"62";"7";"3";"4";"0492"
"Bergschenhoek";"2006";"85 tot 90 jaar";"75";"25";"50";"4";"1";"3";"18";"12";"6";"52";"12";"40";"1";"-";"1";"0492"
"Bergschenhoek";"2006";"90 tot 95 jaar";"36";"7";"29";"6";"-";"6";"3";"2";"1";"24";"5";"19";"3";"-";"3";"0492"
"Bergschenhoek";"2006";"95 jaar of ouder";"10";"2";"8";"-";"-";"-";"1";"1";"-";"8";"1";"7";"1";"-";"1";"0492"
"Berkel en Rodenrijs";"2006";"Totaal leeftijden";"19184";"9601";"9583";"8447";"4555";"3892";"9003";"4505";"4498";"839";"160";"679";"895";"381";"514";"0493"
"Berkel en Rodenrijs";"2006";"Jonger dan 5 jaar";"1321";"687";"634";"1321";"687";"634";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0493"
"Berkel en Rodenrijs";"2006";"5 tot 10 jaar";"1354";"684";"670";"1354";"684";"670";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0493"
"Berkel en Rodenrijs";"2006";"10 tot 15 jaar";"1243";"634";"609";"1243";"634";"609";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0493"
"Berkel en Rodenrijs";"2006";"15 tot 20 jaar";"1196";"660";"536";"1193";"659";"534";"3";"1";"2";"-";"-";"-";"-";"-";"-";"0493"
"Berkel en Rodenrijs";"2006";"20 tot 25 jaar";"903";"475";"428";"862";"466";"396";"37";"8";"29";"1";"-";"1";"3";"1";"2";"0493"
"Berkel en Rodenrijs";"2006";"25 tot 30 jaar";"980";"489";"491";"696";"395";"301";"270";"91";"179";"-";"-";"-";"14";"3";"11";"0493"
"Berkel en Rodenrijs";"2006";"30 tot 35 jaar";"1382";"649";"733";"574";"316";"258";"764";"317";"447";"3";"1";"2";"41";"15";"26";"0493"
"Berkel en Rodenrijs";"2006";"35 tot 40 jaar";"1624";"814";"810";"423";"238";"185";"1093";"532";"561";"1";"1";"-";"107";"43";"64";"0493"
"Berkel en Rodenrijs";"2006";"40 tot 45 jaar";"1646";"823";"823";"285";"175";"110";"1215";"583";"632";"7";"2";"5";"139";"63";"76";"0493"
"Berkel en Rodenrijs";"2006";"45 tot 50 jaar";"1439";"741";"698";"185";"118";"67";"1111";"559";"552";"14";"7";"7";"129";"57";"72";"0493"
"Berkel en Rodenrijs";"2006";"50 tot 55 jaar";"1365";"680";"685";"94";"57";"37";"1098";"558";"540";"33";"7";"26";"140";"58";"82";"0493"
"Berkel en Rodenrijs";"2006";"55 tot 60 jaar";"1328";"681";"647";"63";"47";"16";"1068";"555";"513";"58";"13";"45";"139";"66";"73";"0493"
"Berkel en Rodenrijs";"2006";"60 tot 65 jaar";"938";"482";"456";"39";"25";"14";"768";"415";"353";"60";"11";"49";"71";"31";"40";"0493"
"Berkel en Rodenrijs";"2006";"65 tot 70 jaar";"771";"383";"388";"41";"28";"13";"613";"320";"293";"70";"12";"58";"47";"23";"24";"0493"
"Berkel en Rodenrijs";"2006";"70 tot 75 jaar";"695";"337";"358";"24";"12";"12";"516";"285";"231";"123";"29";"94";"32";"11";"21";"0493"
"Berkel en Rodenrijs";"2006";"75 tot 80 jaar";"468";"211";"257";"22";"9";"13";"281";"173";"108";"146";"23";"123";"19";"6";"13";"0493"
"Berkel en Rodenrijs";"2006";"80 tot 85 jaar";"306";"111";"195";"13";"4";"9";"115";"75";"40";"169";"30";"139";"9";"2";"7";"0493"
"Berkel en Rodenrijs";"2006";"85 tot 90 jaar";"152";"45";"107";"8";"1";"7";"41";"26";"15";"99";"16";"83";"4";"2";"2";"0493"
"Berkel en Rodenrijs";"2006";"90 tot 95 jaar";"59";"14";"45";"5";"-";"5";"10";"7";"3";"43";"7";"36";"1";"-";"1";"0493"
"Berkel en Rodenrijs";"2006";"95 jaar of ouder";"14";"1";"13";"2";"-";"2";"-";"-";"-";"12";"1";"11";"-";"-";"-";"0493"
"Berkelland";"2006";"Totaal leeftijden";"45294";"22821";"22473";"18859";"10528";"8331";"22053";"11025";"11028";"2901";"579";"2322";"1481";"689";"792";"1859"
"Berkelland";"2006";"Jonger dan 5 jaar";"2726";"1391";"1335";"2726";"1391";"1335";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1859"
"Berkelland";"2006";"5 tot 10 jaar";"2788";"1414";"1374";"2788";"1414";"1374";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1859"
"Berkelland";"2006";"10 tot 15 jaar";"2906";"1539";"1367";"2906";"1539";"1367";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1859"
"Berkelland";"2006";"15 tot 20 jaar";"2760";"1440";"1320";"2758";"1440";"1318";"2";"-";"2";"-";"-";"-";"-";"-";"-";"1859"
"Berkelland";"2006";"20 tot 25 jaar";"1934";"1036";"898";"1886";"1024";"862";"46";"12";"34";"-";"-";"-";"2";"-";"2";"1859"
"Berkelland";"2006";"25 tot 30 jaar";"2020";"1039";"981";"1565";"915";"650";"442";"124";"318";"1";"-";"1";"12";"-";"12";"1859"
"Berkelland";"2006";"30 tot 35 jaar";"2646";"1354";"1292";"1258";"782";"476";"1333";"555";"778";"-";"-";"-";"55";"17";"38";"1859"
"Berkelland";"2006";"35 tot 40 jaar";"3537";"1831";"1706";"1020";"690";"330";"2381";"1095";"1286";"11";"1";"10";"125";"45";"80";"1859"
"Berkelland";"2006";"40 tot 45 jaar";"3689";"1914";"1775";"650";"436";"214";"2745";"1361";"1384";"27";"5";"22";"267";"112";"155";"1859"
"Berkelland";"2006";"45 tot 50 jaar";"3402";"1743";"1659";"438";"290";"148";"2665";"1315";"1350";"39";"4";"35";"260";"134";"126";"1859"
"Berkelland";"2006";"50 tot 55 jaar";"3280";"1690";"1590";"256";"179";"77";"2713";"1381";"1332";"104";"29";"75";"207";"101";"106";"1859"
"Berkelland";"2006";"55 tot 60 jaar";"3534";"1771";"1763";"164";"131";"33";"3004";"1506";"1498";"156";"31";"125";"210";"103";"107";"1859"
"Berkelland";"2006";"60 tot 65 jaar";"2837";"1443";"1394";"130";"95";"35";"2331";"1227";"1104";"229";"47";"182";"147";"74";"73";"1859"
"Berkelland";"2006";"65 tot 70 jaar";"2271";"1136";"1135";"102";"82";"20";"1771";"939";"832";"302";"62";"240";"96";"53";"43";"1859"
"Berkelland";"2006";"70 tot 75 jaar";"1838";"886";"952";"88";"60";"28";"1272";"704";"568";"438";"100";"338";"40";"22";"18";"1859"
"Berkelland";"2006";"75 tot 80 jaar";"1484";"600";"884";"55";"27";"28";"819";"464";"355";"577";"90";"487";"33";"19";"14";"1859"
"Berkelland";"2006";"80 tot 85 jaar";"993";"412";"581";"45";"24";"21";"414";"264";"150";"517";"119";"398";"17";"5";"12";"1859"
"Berkelland";"2006";"85 tot 90 jaar";"452";"128";"324";"14";"7";"7";"98";"67";"31";"333";"52";"281";"7";"2";"5";"1859"
"Berkelland";"2006";"90 tot 95 jaar";"153";"47";"106";"7";"1";"6";"17";"11";"6";"126";"33";"93";"3";"2";"1";"1859"
"Berkelland";"2006";"95 jaar of ouder";"44";"7";"37";"3";"1";"2";"-";"-";"-";"41";"6";"35";"-";"-";"-";"1859"
"Bernheze";"2006";"Totaal leeftijden";"29544";"14876";"14668";"13021";"7029";"5992";"14124";"7067";"7057";"1420";"325";"1095";"979";"455";"524";"1721"
"Bernheze";"2006";"Jonger dan 5 jaar";"1936";"962";"974";"1936";"962";"974";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1721"
"Bernheze";"2006";"5 tot 10 jaar";"2134";"1092";"1042";"2134";"1092";"1042";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1721"
"Bernheze";"2006";"10 tot 15 jaar";"1956";"997";"959";"1956";"997";"959";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1721"
"Bernheze";"2006";"15 tot 20 jaar";"1992";"1019";"973";"1992";"1019";"973";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1721"
"Bernheze";"2006";"20 tot 25 jaar";"1527";"825";"702";"1503";"822";"681";"22";"3";"19";"1";"-";"1";"1";"-";"1";"1721"
"Bernheze";"2006";"25 tot 30 jaar";"1476";"793";"683";"1152";"686";"466";"315";"104";"211";"-";"-";"-";"9";"3";"6";"1721"
"Bernheze";"2006";"30 tot 35 jaar";"1776";"868";"908";"720";"461";"259";"996";"397";"599";"3";"1";"2";"57";"9";"48";"1721"
"Bernheze";"2006";"35 tot 40 jaar";"2306";"1175";"1131";"490";"309";"181";"1684";"807";"877";"5";"2";"3";"127";"57";"70";"1721"
"Bernheze";"2006";"40 tot 45 jaar";"2505";"1298";"1207";"352";"223";"129";"1982";"990";"992";"10";"2";"8";"161";"83";"78";"1721"
"Bernheze";"2006";"45 tot 50 jaar";"2263";"1163";"1100";"205";"147";"58";"1853";"923";"930";"28";"11";"17";"177";"82";"95";"1721"
"Bernheze";"2006";"50 tot 55 jaar";"2096";"1070";"1026";"120";"73";"47";"1774";"912";"862";"58";"16";"42";"144";"69";"75";"1721"
"Bernheze";"2006";"55 tot 60 jaar";"2046";"1035";"1011";"96";"73";"23";"1725";"878";"847";"102";"28";"74";"123";"56";"67";"1721"
"Bernheze";"2006";"60 tot 65 jaar";"1651";"877";"774";"60";"44";"16";"1399";"750";"649";"110";"38";"72";"82";"45";"37";"1721"
"Bernheze";"2006";"65 tot 70 jaar";"1229";"630";"599";"48";"34";"14";"995";"531";"464";"139";"37";"102";"47";"28";"19";"1721"
"Bernheze";"2006";"70 tot 75 jaar";"1104";"525";"579";"62";"42";"20";"770";"411";"359";"240";"55";"185";"32";"17";"15";"1721"
"Bernheze";"2006";"75 tot 80 jaar";"757";"314";"443";"55";"24";"31";"415";"236";"179";"278";"50";"228";"9";"4";"5";"1721"
"Bernheze";"2006";"80 tot 85 jaar";"448";"164";"284";"48";"15";"33";"155";"96";"59";"240";"51";"189";"5";"2";"3";"1721"
"Bernheze";"2006";"85 tot 90 jaar";"212";"51";"161";"54";"3";"51";"33";"26";"7";"122";"22";"100";"3";"-";"3";"1721"
"Bernheze";"2006";"90 tot 95 jaar";"105";"16";"89";"29";"2";"27";"6";"3";"3";"69";"11";"58";"1";"-";"1";"1721"
"Bernheze";"2006";"95 jaar of ouder";"25";"2";"23";"9";"1";"8";"-";"-";"-";"15";"1";"14";"1";"-";"1";"1721"
"Bernisse";"2006";"Totaal leeftijden";"12673";"6350";"6323";"5055";"2768";"2287";"6427";"3212";"3215";"605";"112";"493";"586";"258";"328";"0568"
"Bernisse";"2006";"Jonger dan 5 jaar";"687";"350";"337";"687";"350";"337";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0568"
"Bernisse";"2006";"5 tot 10 jaar";"789";"422";"367";"789";"422";"367";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0568"
"Bernisse";"2006";"10 tot 15 jaar";"779";"400";"379";"779";"400";"379";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0568"
"Bernisse";"2006";"15 tot 20 jaar";"793";"405";"388";"793";"405";"388";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0568"
"Bernisse";"2006";"20 tot 25 jaar";"601";"318";"283";"574";"312";"262";"27";"6";"21";"-";"-";"-";"-";"-";"-";"0568"
"Bernisse";"2006";"25 tot 30 jaar";"585";"301";"284";"451";"265";"186";"127";"35";"92";"-";"-";"-";"7";"1";"6";"0568"
"Bernisse";"2006";"30 tot 35 jaar";"715";"350";"365";"308";"194";"114";"385";"148";"237";"-";"-";"-";"22";"8";"14";"0568"
"Bernisse";"2006";"35 tot 40 jaar";"1051";"539";"512";"238";"143";"95";"745";"364";"381";"4";"-";"4";"64";"32";"32";"0568"
"Bernisse";"2006";"40 tot 45 jaar";"1084";"531";"553";"166";"102";"64";"808";"385";"423";"8";"1";"7";"102";"43";"59";"0568"
"Bernisse";"2006";"45 tot 50 jaar";"998";"506";"492";"93";"62";"31";"807";"402";"405";"11";"3";"8";"87";"39";"48";"0568"
"Bernisse";"2006";"50 tot 55 jaar";"904";"427";"477";"45";"30";"15";"745";"356";"389";"18";"4";"14";"96";"37";"59";"0568"
"Bernisse";"2006";"55 tot 60 jaar";"1114";"565";"549";"43";"25";"18";"935";"488";"447";"50";"11";"39";"86";"41";"45";"0568"
"Bernisse";"2006";"60 tot 65 jaar";"801";"420";"381";"24";"19";"5";"676";"360";"316";"50";"13";"37";"51";"28";"23";"0568"
"Bernisse";"2006";"65 tot 70 jaar";"616";"297";"319";"15";"11";"4";"493";"251";"242";"77";"20";"57";"31";"15";"16";"0568"
"Bernisse";"2006";"70 tot 75 jaar";"478";"251";"227";"20";"12";"8";"350";"214";"136";"88";"16";"72";"20";"9";"11";"0568"
"Bernisse";"2006";"75 tot 80 jaar";"296";"134";"162";"16";"8";"8";"178";"106";"72";"92";"17";"75";"10";"3";"7";"0568"
"Bernisse";"2006";"80 tot 85 jaar";"222";"86";"136";"9";"5";"4";"111";"69";"42";"96";"11";"85";"6";"1";"5";"0568"
"Bernisse";"2006";"85 tot 90 jaar";"99";"33";"66";"3";"1";"2";"32";"22";"10";"61";"9";"52";"3";"1";"2";"0568"
"Bernisse";"2006";"90 tot 95 jaar";"46";"10";"36";"1";"1";"-";"7";"5";"2";"37";"4";"33";"1";"-";"1";"0568"
"Bernisse";"2006";"95 jaar of ouder";"15";"5";"10";"1";"1";"-";"1";"1";"-";"13";"3";"10";"-";"-";"-";"0568"
"Best";"2006";"Totaal leeftijden";"29026";"14470";"14556";"12430";"6591";"5839";"13951";"6970";"6981";"1172";"282";"890";"1473";"627";"846";"0753"
"Best";"2006";"Jonger dan 5 jaar";"2023";"1042";"981";"2023";"1042";"981";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0753"
"Best";"2006";"5 tot 10 jaar";"2052";"1066";"986";"2052";"1066";"986";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0753"
