"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Oirschot";"2006";"Jonger dan 5 jaar";"1044";"560";"484";"1044";"560";"484";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0823"
"Oirschot";"2006";"5 tot 10 jaar";"1236";"636";"600";"1236";"636";"600";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0823"
"Oirschot";"2006";"10 tot 15 jaar";"1253";"654";"599";"1253";"654";"599";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0823"
"Oirschot";"2006";"15 tot 20 jaar";"1132";"605";"527";"1132";"605";"527";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0823"
"Oirschot";"2006";"20 tot 25 jaar";"901";"482";"419";"891";"482";"409";"10";"-";"10";"-";"-";"-";"-";"-";"-";"0823"
"Oirschot";"2006";"25 tot 30 jaar";"736";"402";"334";"594";"358";"236";"139";"42";"97";"-";"-";"-";"3";"2";"1";"0823"
"Oirschot";"2006";"30 tot 35 jaar";"987";"475";"512";"449";"274";"175";"520";"195";"325";"-";"-";"-";"18";"6";"12";"0823"
"Oirschot";"2006";"35 tot 40 jaar";"1389";"699";"690";"308";"200";"108";"1002";"477";"525";"1";"-";"1";"78";"22";"56";"0823"
"Oirschot";"2006";"40 tot 45 jaar";"1534";"771";"763";"208";"146";"62";"1204";"567";"637";"13";"4";"9";"109";"54";"55";"0823"
"Oirschot";"2006";"45 tot 50 jaar";"1542";"793";"749";"149";"107";"42";"1261";"626";"635";"18";"6";"12";"114";"54";"60";"0823"
"Oirschot";"2006";"50 tot 55 jaar";"1280";"654";"626";"85";"56";"29";"1049";"528";"521";"30";"7";"23";"116";"63";"53";"0823"
"Oirschot";"2006";"55 tot 60 jaar";"1335";"714";"621";"72";"55";"17";"1096";"592";"504";"48";"13";"35";"119";"54";"65";"0823"
"Oirschot";"2006";"60 tot 65 jaar";"929";"496";"433";"48";"34";"14";"753";"408";"345";"66";"21";"45";"62";"33";"29";"0823"
"Oirschot";"2006";"65 tot 70 jaar";"758";"386";"372";"42";"27";"15";"580";"319";"261";"105";"24";"81";"31";"16";"15";"0823"
"Oirschot";"2006";"70 tot 75 jaar";"660";"296";"364";"52";"28";"24";"418";"222";"196";"155";"30";"125";"35";"16";"19";"0823"
"Oirschot";"2006";"75 tot 80 jaar";"518";"210";"308";"59";"20";"39";"278";"155";"123";"170";"29";"141";"11";"6";"5";"0823"
"Oirschot";"2006";"80 tot 85 jaar";"344";"141";"203";"40";"13";"27";"132";"81";"51";"164";"44";"120";"8";"3";"5";"0823"
"Oirschot";"2006";"85 tot 90 jaar";"154";"41";"113";"26";"-";"26";"40";"23";"17";"86";"18";"68";"2";"-";"2";"0823"
"Oirschot";"2006";"90 tot 95 jaar";"66";"14";"52";"23";"2";"21";"9";"6";"3";"32";"5";"27";"2";"1";"1";"0823"
"Oirschot";"2006";"95 jaar of ouder";"14";"2";"12";"8";"-";"8";"1";"1";"-";"5";"1";"4";"-";"-";"-";"0823"
"Oisterwijk";"2006";"Totaal leeftijden";"25908";"12747";"13161";"11008";"5796";"5212";"12207";"6108";"6099";"1437";"298";"1139";"1256";"545";"711";"0824"
"Oisterwijk";"2006";"Jonger dan 5 jaar";"1519";"706";"813";"1519";"706";"813";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0824"
"Oisterwijk";"2006";"5 tot 10 jaar";"1606";"825";"781";"1606";"825";"781";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0824"
"Oisterwijk";"2006";"10 tot 15 jaar";"1728";"880";"848";"1728";"880";"848";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0824"
"Oisterwijk";"2006";"15 tot 20 jaar";"1708";"887";"821";"1708";"887";"821";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0824"
"Oisterwijk";"2006";"20 tot 25 jaar";"1114";"635";"479";"1095";"630";"465";"18";"5";"13";"-";"-";"-";"1";"-";"1";"0824"
"Oisterwijk";"2006";"25 tot 30 jaar";"1074";"575";"499";"869";"506";"363";"198";"69";"129";"-";"-";"-";"7";"-";"7";"0824"
"Oisterwijk";"2006";"30 tot 35 jaar";"1455";"700";"755";"706";"408";"298";"708";"280";"428";"2";"1";"1";"39";"11";"28";"0824"
"Oisterwijk";"2006";"35 tot 40 jaar";"1985";"970";"1015";"556";"332";"224";"1305";"589";"716";"3";"2";"1";"121";"47";"74";"0824"
"Oisterwijk";"2006";"40 tot 45 jaar";"2085";"1037";"1048";"331";"194";"137";"1539";"754";"785";"12";"4";"8";"203";"85";"118";"0824"
"Oisterwijk";"2006";"45 tot 50 jaar";"2080";"1060";"1020";"243";"144";"99";"1602";"810";"792";"20";"6";"14";"215";"100";"115";"0824"
"Oisterwijk";"2006";"50 tot 55 jaar";"1800";"900";"900";"151";"85";"66";"1442";"721";"721";"39";"12";"27";"168";"82";"86";"0824"
"Oisterwijk";"2006";"55 tot 60 jaar";"1935";"953";"982";"92";"58";"34";"1590";"792";"798";"67";"19";"48";"186";"84";"102";"0824"
"Oisterwijk";"2006";"60 tot 65 jaar";"1582";"799";"783";"79";"43";"36";"1279";"687";"592";"111";"20";"91";"113";"49";"64";"0824"
"Oisterwijk";"2006";"65 tot 70 jaar";"1343";"657";"686";"68";"37";"31";"1010";"538";"472";"175";"39";"136";"90";"43";"47";"0824"
"Oisterwijk";"2006";"70 tot 75 jaar";"1105";"507";"598";"61";"28";"33";"745";"409";"336";"244";"47";"197";"55";"23";"32";"0824"
"Oisterwijk";"2006";"75 tot 80 jaar";"863";"369";"494";"62";"16";"46";"500";"288";"212";"270";"55";"215";"31";"10";"21";"0824"
"Oisterwijk";"2006";"80 tot 85 jaar";"518";"174";"344";"66";"13";"53";"187";"110";"77";"248";"45";"203";"17";"6";"11";"0824"
"Oisterwijk";"2006";"85 tot 90 jaar";"278";"74";"204";"44";"4";"40";"71";"47";"24";"154";"19";"135";"9";"4";"5";"0824"
"Oisterwijk";"2006";"90 tot 95 jaar";"107";"36";"71";"22";"-";"22";"13";"9";"4";"71";"26";"45";"1";"1";"-";"0824"
"Oisterwijk";"2006";"95 jaar of ouder";"23";"3";"20";"2";"-";"2";"-";"-";"-";"21";"3";"18";"-";"-";"-";"0824"
"Oldebroek";"2006";"Totaal leeftijden";"22880";"11563";"11317";"9770";"5378";"4392";"11432";"5713";"5719";"1121";"212";"909";"557";"260";"297";"0269"
"Oldebroek";"2006";"Jonger dan 5 jaar";"1438";"736";"702";"1438";"736";"702";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0269"
"Oldebroek";"2006";"5 tot 10 jaar";"1522";"779";"743";"1522";"779";"743";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0269"
"Oldebroek";"2006";"10 tot 15 jaar";"1575";"797";"778";"1575";"797";"778";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0269"
"Oldebroek";"2006";"15 tot 20 jaar";"1991";"1095";"896";"1988";"1095";"893";"3";"-";"3";"-";"-";"-";"-";"-";"-";"0269"
"Oldebroek";"2006";"20 tot 25 jaar";"1520";"851";"669";"1346";"801";"545";"170";"48";"122";"-";"-";"-";"4";"2";"2";"0269"
"Oldebroek";"2006";"25 tot 30 jaar";"1278";"656";"622";"680";"419";"261";"583";"231";"352";"-";"-";"-";"15";"6";"9";"0269"
"Oldebroek";"2006";"30 tot 35 jaar";"1288";"641";"647";"347";"208";"139";"893";"411";"482";"-";"-";"-";"48";"22";"26";"0269"
"Oldebroek";"2006";"35 tot 40 jaar";"1710";"854";"856";"271";"183";"88";"1368";"640";"728";"3";"1";"2";"68";"30";"38";"0269"
"Oldebroek";"2006";"40 tot 45 jaar";"1839";"937";"902";"184";"113";"71";"1540";"765";"775";"14";"10";"4";"101";"49";"52";"0269"
"Oldebroek";"2006";"45 tot 50 jaar";"1662";"854";"808";"119";"73";"46";"1440";"745";"695";"14";"1";"13";"89";"35";"54";"0269"
"Oldebroek";"2006";"50 tot 55 jaar";"1555";"803";"752";"93";"57";"36";"1362";"705";"657";"28";"5";"23";"72";"36";"36";"0269"
"Oldebroek";"2006";"55 tot 60 jaar";"1457";"744";"713";"63";"42";"21";"1268";"651";"617";"61";"17";"44";"65";"34";"31";"0269"
"Oldebroek";"2006";"60 tot 65 jaar";"1094";"527";"567";"31";"17";"14";"928";"471";"457";"97";"17";"80";"38";"22";"16";"0269"
"Oldebroek";"2006";"65 tot 70 jaar";"925";"460";"465";"40";"24";"16";"738";"405";"333";"125";"20";"105";"22";"11";"11";"0269"
"Oldebroek";"2006";"70 tot 75 jaar";"827";"372";"455";"36";"24";"12";"597";"314";"283";"178";"28";"150";"16";"6";"10";"0269"
"Oldebroek";"2006";"75 tot 80 jaar";"540";"225";"315";"13";"6";"7";"327";"186";"141";"193";"30";"163";"7";"3";"4";"0269"
"Oldebroek";"2006";"80 tot 85 jaar";"428";"160";"268";"15";"3";"12";"170";"109";"61";"233";"45";"188";"10";"3";"7";"0269"
"Oldebroek";"2006";"85 tot 90 jaar";"168";"59";"109";"6";"1";"5";"40";"29";"11";"122";"29";"93";"-";"-";"-";"0269"
"Oldebroek";"2006";"90 tot 95 jaar";"50";"12";"38";"3";"-";"3";"4";"3";"1";"41";"8";"33";"2";"1";"1";"0269"
"Oldebroek";"2006";"95 jaar of ouder";"13";"1";"12";"-";"-";"-";"1";"-";"1";"12";"1";"11";"-";"-";"-";"0269"
"Oldenzaal";"2006";"Totaal leeftijden";"31297";"15652";"15645";"13262";"7273";"5989";"14739";"7368";"7371";"1888";"389";"1499";"1408";"622";"786";"0173"
"Oldenzaal";"2006";"Jonger dan 5 jaar";"1912";"998";"914";"1912";"998";"914";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0173"
"Oldenzaal";"2006";"5 tot 10 jaar";"1875";"989";"886";"1875";"989";"886";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0173"
"Oldenzaal";"2006";"10 tot 15 jaar";"1996";"1027";"969";"1996";"1027";"969";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0173"
"Oldenzaal";"2006";"15 tot 20 jaar";"1885";"979";"906";"1884";"979";"905";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0173"
"Oldenzaal";"2006";"20 tot 25 jaar";"1383";"793";"590";"1320";"777";"543";"60";"16";"44";"-";"-";"-";"3";"-";"3";"0173"
"Oldenzaal";"2006";"25 tot 30 jaar";"1826";"906";"920";"1436";"783";"653";"376";"118";"258";"-";"-";"-";"14";"5";"9";"0173"
"Oldenzaal";"2006";"30 tot 35 jaar";"2107";"1129";"978";"947";"602";"345";"1083";"496";"587";"2";"-";"2";"75";"31";"44";"0173"
"Oldenzaal";"2006";"35 tot 40 jaar";"2292";"1149";"1143";"629";"379";"250";"1499";"709";"790";"10";"4";"6";"154";"57";"97";"0173"
"Oldenzaal";"2006";"40 tot 45 jaar";"2404";"1207";"1197";"410";"254";"156";"1758";"848";"910";"17";"3";"14";"219";"102";"117";"0173"
"Oldenzaal";"2006";"45 tot 50 jaar";"2319";"1158";"1161";"274";"171";"103";"1775";"870";"905";"19";"4";"15";"251";"113";"138";"0173"
"Oldenzaal";"2006";"50 tot 55 jaar";"2218";"1123";"1095";"160";"104";"56";"1802";"899";"903";"51";"14";"37";"205";"106";"99";"0173"
"Oldenzaal";"2006";"55 tot 60 jaar";"2430";"1227";"1203";"113";"76";"37";"2009";"1035";"974";"117";"30";"87";"191";"86";"105";"0173"
"Oldenzaal";"2006";"60 tot 65 jaar";"1840";"918";"922";"78";"55";"23";"1511";"776";"735";"148";"42";"106";"103";"45";"58";"0173"
"Oldenzaal";"2006";"65 tot 70 jaar";"1486";"723";"763";"52";"29";"23";"1154";"618";"536";"193";"40";"153";"87";"36";"51";"0173"
"Oldenzaal";"2006";"70 tot 75 jaar";"1254";"564";"690";"53";"24";"29";"837";"469";"368";"316";"54";"262";"48";"17";"31";"0173"
"Oldenzaal";"2006";"75 tot 80 jaar";"1001";"399";"602";"45";"12";"33";"547";"300";"247";"372";"74";"298";"37";"13";"24";"0173"
"Oldenzaal";"2006";"80 tot 85 jaar";"655";"262";"393";"53";"12";"41";"257";"168";"89";"332";"76";"256";"13";"6";"7";"0173"
"Oldenzaal";"2006";"85 tot 90 jaar";"296";"76";"220";"18";"1";"17";"56";"36";"20";"216";"35";"181";"6";"4";"2";"0173"
"Oldenzaal";"2006";"90 tot 95 jaar";"99";"22";"77";"7";"1";"6";"11";"8";"3";"79";"12";"67";"2";"1";"1";"0173"
"Oldenzaal";"2006";"95 jaar of ouder";"19";"3";"16";"-";"-";"-";"3";"2";"1";"16";"1";"15";"-";"-";"-";"0173"
"Olst-Wijhe";"2006";"Totaal leeftijden";"17247";"8681";"8566";"7502";"4108";"3394";"8177";"4089";"4088";"975";"201";"774";"593";"283";"310";"1773"
"Olst-Wijhe";"2006";"Jonger dan 5 jaar";"1118";"595";"523";"1118";"595";"523";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1773"
"Olst-Wijhe";"2006";"5 tot 10 jaar";"1208";"615";"593";"1208";"615";"593";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1773"
"Olst-Wijhe";"2006";"10 tot 15 jaar";"1172";"564";"608";"1172";"564";"608";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1773"
"Olst-Wijhe";"2006";"15 tot 20 jaar";"1055";"550";"505";"1055";"550";"505";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1773"
"Olst-Wijhe";"2006";"20 tot 25 jaar";"747";"407";"340";"726";"402";"324";"21";"5";"16";"-";"-";"-";"-";"-";"-";"1773"
"Olst-Wijhe";"2006";"25 tot 30 jaar";"722";"398";"324";"551";"337";"214";"164";"59";"105";"-";"-";"-";"7";"2";"5";"1773"
"Olst-Wijhe";"2006";"30 tot 35 jaar";"965";"432";"533";"399";"222";"177";"533";"202";"331";"-";"-";"-";"33";"8";"25";"1773"
"Olst-Wijhe";"2006";"35 tot 40 jaar";"1366";"700";"666";"393";"256";"137";"907";"423";"484";"6";"1";"5";"60";"20";"40";"1773"
"Olst-Wijhe";"2006";"40 tot 45 jaar";"1512";"781";"731";"276";"166";"110";"1147";"574";"573";"8";"3";"5";"81";"38";"43";"1773"
"Olst-Wijhe";"2006";"45 tot 50 jaar";"1374";"723";"651";"198";"132";"66";"1059";"537";"522";"19";"4";"15";"98";"50";"48";"1773"
"Olst-Wijhe";"2006";"50 tot 55 jaar";"1246";"652";"594";"117";"84";"33";"1003";"513";"490";"24";"7";"17";"102";"48";"54";"1773"
"Olst-Wijhe";"2006";"55 tot 60 jaar";"1286";"650";"636";"72";"41";"31";"1090";"544";"546";"43";"16";"27";"81";"49";"32";"1773"
"Olst-Wijhe";"2006";"60 tot 65 jaar";"924";"493";"431";"50";"39";"11";"762";"406";"356";"60";"21";"39";"52";"27";"25";"1773"
"Olst-Wijhe";"2006";"65 tot 70 jaar";"743";"369";"374";"41";"33";"8";"559";"283";"276";"101";"27";"74";"42";"26";"16";"1773"
"Olst-Wijhe";"2006";"70 tot 75 jaar";"648";"307";"341";"59";"36";"23";"429";"238";"191";"142";"27";"115";"18";"6";"12";"1773"
"Olst-Wijhe";"2006";"75 tot 80 jaar";"531";"230";"301";"38";"23";"15";"291";"167";"124";"187";"31";"156";"15";"9";"6";"1773"
"Olst-Wijhe";"2006";"80 tot 85 jaar";"330";"124";"206";"13";"6";"7";"147";"92";"55";"168";"26";"142";"2";"-";"2";"1773"
"Olst-Wijhe";"2006";"85 tot 90 jaar";"197";"67";"130";"9";"3";"6";"48";"34";"14";"138";"30";"108";"2";"-";"2";"1773"
"Olst-Wijhe";"2006";"90 tot 95 jaar";"84";"23";"61";"6";"4";"2";"17";"12";"5";"61";"7";"54";"-";"-";"-";"1773"
"Olst-Wijhe";"2006";"95 jaar of ouder";"19";"1";"18";"1";"-";"1";"-";"-";"-";"18";"1";"17";"-";"-";"-";"1773"
"Ommen";"2006";"Totaal leeftijden";"17303";"8707";"8596";"7402";"4039";"3363";"8316";"4160";"4156";"1002";"210";"792";"583";"298";"285";"0175"
"Ommen";"2006";"Jonger dan 5 jaar";"1023";"504";"519";"1023";"504";"519";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0175"
"Ommen";"2006";"5 tot 10 jaar";"1019";"532";"487";"1019";"532";"487";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0175"
"Ommen";"2006";"10 tot 15 jaar";"1120";"562";"558";"1120";"562";"558";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0175"
"Ommen";"2006";"15 tot 20 jaar";"1141";"583";"558";"1140";"583";"557";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0175"
"Ommen";"2006";"20 tot 25 jaar";"996";"545";"451";"935";"529";"406";"60";"15";"45";"-";"-";"-";"1";"1";"-";"0175"
"Ommen";"2006";"25 tot 30 jaar";"910";"507";"403";"640";"394";"246";"265";"110";"155";"-";"-";"-";"5";"3";"2";"0175"
"Ommen";"2006";"30 tot 35 jaar";"1015";"498";"517";"434";"257";"177";"557";"232";"325";"2";"-";"2";"22";"9";"13";"0175"
"Ommen";"2006";"35 tot 40 jaar";"1205";"626";"579";"297";"191";"106";"843";"404";"439";"5";"1";"4";"60";"30";"30";"0175"
"Ommen";"2006";"40 tot 45 jaar";"1304";"669";"635";"223";"150";"73";"982";"473";"509";"7";"3";"4";"92";"43";"49";"0175"
"Ommen";"2006";"45 tot 50 jaar";"1329";"682";"647";"159";"110";"49";"1055";"512";"543";"12";"6";"6";"103";"54";"49";"0175"
"Ommen";"2006";"50 tot 55 jaar";"1226";"649";"577";"112";"78";"34";"990";"514";"476";"29";"8";"21";"95";"49";"46";"0175"
"Ommen";"2006";"55 tot 60 jaar";"1291";"642";"649";"77";"41";"36";"1093";"553";"540";"51";"9";"42";"70";"39";"31";"0175"
"Ommen";"2006";"60 tot 65 jaar";"1026";"521";"505";"51";"30";"21";"853";"447";"406";"72";"18";"54";"50";"26";"24";"0175"
"Ommen";"2006";"65 tot 70 jaar";"756";"375";"381";"59";"33";"26";"579";"306";"273";"83";"20";"63";"35";"16";"19";"0175"
"Ommen";"2006";"70 tot 75 jaar";"616";"294";"322";"30";"21";"9";"427";"230";"197";"137";"29";"108";"22";"14";"8";"0175"
"Ommen";"2006";"75 tot 80 jaar";"625";"265";"360";"41";"18";"23";"359";"210";"149";"210";"30";"180";"15";"7";"8";"0175"
"Ommen";"2006";"80 tot 85 jaar";"432";"162";"270";"19";"5";"14";"193";"114";"79";"214";"40";"174";"6";"3";"3";"0175"
"Ommen";"2006";"85 tot 90 jaar";"182";"62";"120";"14";"1";"13";"49";"33";"16";"114";"25";"89";"5";"3";"2";"0175"
"Ommen";"2006";"90 tot 95 jaar";"67";"23";"44";"6";"-";"6";"9";"6";"3";"50";"16";"34";"2";"1";"1";"0175"
"Ommen";"2006";"95 jaar of ouder";"20";"6";"14";"3";"-";"3";"1";"1";"-";"16";"5";"11";"-";"-";"-";"0175"
"Onderbanken";"2006";"Totaal leeftijden";"8366";"4172";"4194";"3155";"1757";"1398";"4239";"2118";"2121";"534";"103";"431";"438";"194";"244";"0881"
"Onderbanken";"2006";"Jonger dan 5 jaar";"412";"219";"193";"412";"219";"193";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0881"
"Onderbanken";"2006";"5 tot 10 jaar";"497";"260";"237";"497";"260";"237";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0881"
"Onderbanken";"2006";"10 tot 15 jaar";"502";"255";"247";"502";"255";"247";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0881"
"Onderbanken";"2006";"15 tot 20 jaar";"533";"298";"235";"533";"298";"235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0881"
"Onderbanken";"2006";"20 tot 25 jaar";"328";"163";"165";"321";"162";"159";"7";"1";"6";"-";"-";"-";"-";"-";"-";"0881"
"Onderbanken";"2006";"25 tot 30 jaar";"312";"160";"152";"228";"133";"95";"79";"26";"53";"-";"-";"-";"5";"1";"4";"0881"
"Onderbanken";"2006";"30 tot 35 jaar";"475";"231";"244";"199";"129";"70";"248";"93";"155";"1";"-";"1";"27";"9";"18";"0881"
"Onderbanken";"2006";"35 tot 40 jaar";"627";"301";"326";"153";"99";"54";"412";"182";"230";"3";"-";"3";"59";"20";"39";"0881"
"Onderbanken";"2006";"40 tot 45 jaar";"730";"369";"361";"86";"58";"28";"569";"275";"294";"5";"1";"4";"70";"35";"35";"0881"
"Onderbanken";"2006";"45 tot 50 jaar";"721";"375";"346";"63";"44";"19";"571";"289";"282";"7";"1";"6";"80";"41";"39";"0881"
"Onderbanken";"2006";"50 tot 55 jaar";"694";"350";"344";"46";"32";"14";"564";"284";"280";"23";"10";"13";"61";"24";"37";"0881"
"Onderbanken";"2006";"55 tot 60 jaar";"649";"336";"313";"25";"19";"6";"529";"280";"249";"40";"7";"33";"55";"30";"25";"0881"
"Onderbanken";"2006";"60 tot 65 jaar";"518";"272";"246";"23";"16";"7";"423";"232";"191";"40";"10";"30";"32";"14";"18";"0881"
"Onderbanken";"2006";"65 tot 70 jaar";"452";"217";"235";"14";"10";"4";"350";"178";"172";"67";"18";"49";"21";"11";"10";"0881"
"Onderbanken";"2006";"70 tot 75 jaar";"357";"163";"194";"16";"12";"4";"231";"129";"102";"90";"15";"75";"20";"7";"13";"0881"
"Onderbanken";"2006";"75 tot 80 jaar";"288";"119";"169";"17";"5";"12";"166";"96";"70";"101";"17";"84";"4";"1";"3";"0881"
"Onderbanken";"2006";"80 tot 85 jaar";"175";"62";"113";"15";"5";"10";"73";"41";"32";"84";"15";"69";"3";"1";"2";"0881"
"Onderbanken";"2006";"85 tot 90 jaar";"68";"16";"52";"2";"1";"1";"14";"10";"4";"51";"5";"46";"1";"-";"1";"0881"
"Onderbanken";"2006";"90 tot 95 jaar";"23";"5";"18";"3";"-";"3";"2";"1";"1";"18";"4";"14";"-";"-";"-";"0881"
"Onderbanken";"2006";"95 jaar of ouder";"5";"1";"4";"-";"-";"-";"1";"1";"-";"4";"-";"4";"-";"-";"-";"0881"
"Oosterhout";"2006";"Totaal leeftijden";"52853";"25996";"26857";"21253";"11258";"9995";"25579";"12799";"12780";"2861";"616";"2245";"3160";"1323";"1837";"0826"
"Oosterhout";"2006";"Jonger dan 5 jaar";"2897";"1467";"1430";"2897";"1467";"1430";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0826"
"Oosterhout";"2006";"5 tot 10 jaar";"3191";"1611";"1580";"3191";"1611";"1580";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0826"
"Oosterhout";"2006";"10 tot 15 jaar";"3411";"1704";"1707";"3411";"1704";"1707";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0826"
"Oosterhout";"2006";"15 tot 20 jaar";"3103";"1618";"1485";"3102";"1618";"1484";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0826"
"Oosterhout";"2006";"20 tot 25 jaar";"2535";"1298";"1237";"2339";"1249";"1090";"189";"47";"142";"-";"-";"-";"7";"2";"5";"0826"
"Oosterhout";"2006";"25 tot 30 jaar";"2686";"1344";"1342";"1910";"1056";"854";"737";"278";"459";"1";"-";"1";"38";"10";"28";"0826"
"Oosterhout";"2006";"30 tot 35 jaar";"3269";"1611";"1658";"1386";"842";"544";"1748";"736";"1012";"-";"-";"-";"135";"33";"102";"0826"
"Oosterhout";"2006";"35 tot 40 jaar";"4097";"2043";"2054";"1052";"624";"428";"2700";"1281";"1419";"11";"3";"8";"334";"135";"199";"0826"
"Oosterhout";"2006";"40 tot 45 jaar";"4319";"2100";"2219";"644";"382";"262";"3169";"1523";"1646";"28";"4";"24";"478";"191";"287";"0826"
"Oosterhout";"2006";"45 tot 50 jaar";"4060";"2033";"2027";"371";"235";"136";"3152";"1575";"1577";"51";"11";"40";"486";"212";"274";"0826"
"Oosterhout";"2006";"50 tot 55 jaar";"3914";"1945";"1969";"274";"169";"105";"3030";"1506";"1524";"88";"27";"61";"522";"243";"279";"0826"
"Oosterhout";"2006";"55 tot 60 jaar";"4200";"2139";"2061";"181";"115";"66";"3431";"1785";"1646";"156";"35";"121";"432";"204";"228";"0826"
"Oosterhout";"2006";"60 tot 65 jaar";"3245";"1605";"1640";"115";"67";"48";"2565";"1343";"1222";"263";"70";"193";"302";"125";"177";"0826"
"Oosterhout";"2006";"65 tot 70 jaar";"2622";"1268";"1354";"88";"48";"40";"1962";"1054";"908";"364";"86";"278";"208";"80";"128";"0826"
"Oosterhout";"2006";"70 tot 75 jaar";"2122";"984";"1138";"84";"21";"63";"1470";"808";"662";"457";"104";"353";"111";"51";"60";"0826"
"Oosterhout";"2006";"75 tot 80 jaar";"1579";"680";"899";"89";"26";"63";"883";"527";"356";"531";"100";"431";"76";"27";"49";"0826"
"Oosterhout";"2006";"80 tot 85 jaar";"981";"359";"622";"68";"14";"54";"402";"242";"160";"491";"97";"394";"20";"6";"14";"0826"
"Oosterhout";"2006";"85 tot 90 jaar";"449";"143";"306";"32";"8";"24";"119";"80";"39";"290";"52";"238";"8";"3";"5";"0826"
"Oosterhout";"2006";"90 tot 95 jaar";"147";"36";"111";"17";"1";"16";"19";"12";"7";"109";"22";"87";"2";"1";"1";"0826"
"Oosterhout";"2006";"95 jaar of ouder";"26";"8";"18";"2";"1";"1";"2";"2";"-";"21";"5";"16";"1";"-";"1";"0826"
"Oostflakkee";"2006";"Totaal leeftijden";"10233";"5145";"5088";"4043";"2246";"1797";"5152";"2577";"2575";"593";"107";"486";"445";"215";"230";"0580"
"Oostflakkee";"2006";"Jonger dan 5 jaar";"591";"309";"282";"591";"309";"282";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0580"
"Oostflakkee";"2006";"5 tot 10 jaar";"654";"349";"305";"654";"349";"305";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0580"
"Oostflakkee";"2006";"10 tot 15 jaar";"601";"310";"291";"601";"310";"291";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0580"
"Oostflakkee";"2006";"15 tot 20 jaar";"601";"304";"297";"601";"304";"297";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0580"
"Oostflakkee";"2006";"20 tot 25 jaar";"502";"258";"244";"451";"246";"205";"51";"12";"39";"-";"-";"-";"-";"-";"-";"0580"
"Oostflakkee";"2006";"25 tot 30 jaar";"539";"274";"265";"333";"195";"138";"199";"76";"123";"-";"-";"-";"7";"3";"4";"0580"
"Oostflakkee";"2006";"30 tot 35 jaar";"713";"363";"350";"230";"149";"81";"451";"205";"246";"1";"-";"1";"31";"9";"22";"0580"
"Oostflakkee";"2006";"35 tot 40 jaar";"776";"389";"387";"172";"110";"62";"561";"263";"298";"1";"-";"1";"42";"16";"26";"0580"
