"Bevolking op 1 januari; leeftijd, geboorteland en regio"
"";"Perioden";"2006";"2006";"2006";"2006"
"";"Onderwerpen";"Mannen";"Mannen";"Vrouwen";"Vrouwen"
"";"Geboorteland";"Totaal buitenland";"Nederland";"Totaal buitenland";"Nederland"
"Regio's";"Leeftijd";"aantal";"aantal";"aantal";"aantal"
"Bernheze";"65 jaar of ouder";"24";"1678";"45";"2133"
"Bernisse";"0 tot 15 jaar";"20";"1152";"27";"1056"
"Bernisse";"15 tot 30 jaar";"37";"987";"40";"915"
"Bernisse";"30 tot 45 jaar";"45";"1375";"76";"1354"
"Bernisse";"45 tot 65 jaar";"68";"1850";"95";"1804"
"Bernisse";"65 jaar of ouder";"28";"788";"29";"927"
"Best";"0 tot 15 jaar";"87";"2963";"99";"2879"
"Best";"15 tot 30 jaar";"143";"2089";"168";"2110"
"Best";"30 tot 45 jaar";"298";"3357";"378";"3308"
"Best";"45 tot 65 jaar";"227";"3682";"267";"3415"
"Best";"65 jaar of ouder";"91";"1533";"96";"1836"
"Beuningen";"0 tot 15 jaar";"49";"2656";"69";"2380"
"Beuningen";"15 tot 30 jaar";"106";"1990";"109";"1737"
"Beuningen";"30 tot 45 jaar";"152";"2727";"210";"2912"
"Beuningen";"45 tot 65 jaar";"179";"3443";"195";"3278"
"Beuningen";"65 jaar of ouder";"46";"1228";"70";"1542"
"Beverwijk";"0 tot 15 jaar";"86";"3171";"104";"3057"
"Beverwijk";"15 tot 30 jaar";"314";"2601";"426";"2618"
"Beverwijk";"30 tot 45 jaar";"681";"3830";"652";"3561"
"Beverwijk";"45 tot 65 jaar";"611";"4122";"511";"4111"
"Beverwijk";"65 jaar of ouder";"189";"2312";"241";"3348"
"het Bildt";"0 tot 15 jaar";"62";"1096";"52";"1025"
"het Bildt";"15 tot 30 jaar";"88";"855";"73";"748"
"het Bildt";"30 tot 45 jaar";"88";"1174";"97";"1092"
"het Bildt";"45 tot 65 jaar";"42";"1515";"54";"1363"
"het Bildt";"65 jaar of ouder";"16";"686";"23";"864"
"De Bilt";"0 tot 15 jaar";"147";"3847";"134";"3664"
"De Bilt";"15 tot 30 jaar";"209";"2745";"257";"2519"
"De Bilt";"30 tot 45 jaar";"351";"3495";"431";"3844"
"De Bilt";"45 tot 65 jaar";"442";"5380";"534";"5674"
"De Bilt";"65 jaar of ouder";"237";"3067";"461";"4599"
"Binnenmaas";"0 tot 15 jaar";"35";"1753";"42";"1658"
"Binnenmaas";"15 tot 30 jaar";"53";"1426";"69";"1307"
"Binnenmaas";"30 tot 45 jaar";"77";"2097";"122";"2116"
"Binnenmaas";"45 tot 65 jaar";"115";"2890";"149";"2900"
"Binnenmaas";"65 jaar of ouder";"39";"1279";"40";"1469"
"Bladel";"0 tot 15 jaar";"34";"1920";"43";"1786"
"Bladel";"15 tot 30 jaar";"63";"1570";"63";"1393"
"Bladel";"30 tot 45 jaar";"72";"2126";"107";"2037"
"Bladel";"45 tot 65 jaar";"84";"2679";"112";"2478"
"Bladel";"65 jaar of ouder";"18";"1159";"40";"1346"
"Blaricum";"0 tot 15 jaar";"53";"741";"65";"690"
"Blaricum";"15 tot 30 jaar";"43";"542";"74";"482"
"Blaricum";"30 tot 45 jaar";"68";"641";"104";"710"
"Blaricum";"45 tot 65 jaar";"127";"1479";"162";"1572"
"Blaricum";"65 jaar of ouder";"47";"651";"90";"773"
"Bleiswijk";"0 tot 15 jaar";"23";"1144";"31";"1055"
"Bleiswijk";"15 tot 30 jaar";"61";"823";"53";"639"
"Bleiswijk";"30 tot 45 jaar";"90";"1053";"108";"1094"
"Bleiswijk";"45 tot 65 jaar";"90";"1332";"110";"1326"
"Bleiswijk";"65 jaar of ouder";"32";"557";"29";"581"
"Bloemendaal";"0 tot 15 jaar";"93";"1585";"101";"1551"
"Bloemendaal";"15 tot 30 jaar";"86";"895";"146";"756"
"Bloemendaal";"30 tot 45 jaar";"133";"1172";"180";"1370"
"Bloemendaal";"45 tot 65 jaar";"220";"2403";"262";"2409"
"Bloemendaal";"65 jaar of ouder";"115";"1284";"240";"1973"
"Boarnsterhim";"0 tot 15 jaar";"27";"1959";"29";"1866"
"Boarnsterhim";"15 tot 30 jaar";"51";"1461";"65";"1327"
"Boarnsterhim";"30 tot 45 jaar";"63";"2209";"92";"2099"
"Boarnsterhim";"45 tot 65 jaar";"68";"2672";"77";"2573"
"Boarnsterhim";"65 jaar of ouder";"24";"1133";"27";"1390"
"Bodegraven";"0 tot 15 jaar";"35";"2159";"29";"1939"
"Bodegraven";"15 tot 30 jaar";"120";"1586";"119";"1526"
"Bodegraven";"30 tot 45 jaar";"191";"1982";"207";"1990"
"Bodegraven";"45 tot 65 jaar";"141";"2434";"165";"2358"
"Bodegraven";"65 jaar of ouder";"43";"1010";"61";"1266"
"Boekel";"0 tot 15 jaar";"21";"1039";"11";"1020"
"Boekel";"15 tot 30 jaar";"14";"730";"24";"638"
"Boekel";"30 tot 45 jaar";"31";"1120";"30";"1065"
"Boekel";"45 tot 65 jaar";"42";"1276";"27";"1147"
"Boekel";"65 jaar of ouder";"7";"528";"7";"630"
"Ten Boer";"0 tot 15 jaar";"14";"753";"14";"736"
"Ten Boer";"15 tot 30 jaar";"16";"566";"17";"484"
"Ten Boer";"30 tot 45 jaar";"27";"785";"23";"824"
"Ten Boer";"45 tot 65 jaar";"32";"1019";"31";"960"
"Ten Boer";"65 jaar of ouder";"4";"381";"11";"467"
"Bolsward";"0 tot 15 jaar";"13";"889";"22";"867"
"Bolsward";"15 tot 30 jaar";"58";"757";"44";"683"
"Bolsward";"30 tot 45 jaar";"48";"1002";"59";"958"
"Bolsward";"45 tot 65 jaar";"63";"1150";"59";"1196"
"Bolsward";"65 jaar of ouder";"11";"651";"28";"945"
"Borger-Odoorn";"0 tot 15 jaar";"46";"2416";"35";"2271"
"Borger-Odoorn";"15 tot 30 jaar";"53";"1770";"78";"1669"
"Borger-Odoorn";"30 tot 45 jaar";"56";"2698";"105";"2773"
"Borger-Odoorn";"45 tot 65 jaar";"104";"4065";"112";"3851"
"Borger-Odoorn";"65 jaar of ouder";"24";"1870";"45";"2262"
"Borne";"0 tot 15 jaar";"59";"2067";"58";"1982"
"Borne";"15 tot 30 jaar";"157";"1433";"102";"1309"
"Borne";"30 tot 45 jaar";"163";"2004";"191";"2056"
"Borne";"45 tot 65 jaar";"144";"2887";"158";"2783"
"Borne";"65 jaar of ouder";"48";"1281";"67";"1598"
"Borsele";"0 tot 15 jaar";"41";"2376";"36";"2229"
"Borsele";"15 tot 30 jaar";"71";"1891";"68";"1622"
"Borsele";"30 tot 45 jaar";"88";"2316";"132";"2335"
"Borsele";"45 tot 65 jaar";"103";"3018";"141";"2795"
"Borsele";"65 jaar of ouder";"40";"1425";"50";"1638"
"Boskoop";"0 tot 15 jaar";"45";"1620";"40";"1564"
"Boskoop";"15 tot 30 jaar";"124";"1200";"144";"1074"
"Boskoop";"30 tot 45 jaar";"174";"1639";"194";"1554"
