Bestaan tot;Eindjaar;Oude;Nieuwe;Huidige code;Huidige naam
04-04-1866;1866;GM1025;GM1236;GM1676;Schouwen-Duiveland
06-09-1881;1881;GM1066;GM0642;GM0642;Zwijndrecht
08-09-1857;1857;GM1302;GM0328;GM0335;Montfoort
08-09-1857;1857;GM1306;GM0397;GM0397;Heemstede
08-09-1857;1857;GM1310;GM1226;GM0331;Lopik
08-09-1857;1857;GM1312;GM0326;GM1581;Utrechtse Heuvelrug
08-09-1857;1857;GM1314;GM0320;GM0307;Amersfoort
08-09-1857;1857;GM1318;GM0318;GM0632;Woerden
08-09-1857;1857;GM1321;GM0323;GM0632;Woerden
08-09-1857;1857;GM1325;GM0393;GM0393;Haarlemmerliede en Spaarnwoude
08-09-1857;1857;GM1335;GM0323;GM0632;Woerden
08-09-1857;1857;GM1336;GM0323;GM0632;Woerden
08-09-1857;1857;GM1342;GM0333;GM1904;Stichtse Vecht
08-09-1857;1857;GM1350;GM0338;GM0331;Lopik
08-09-1857;1857;GM1355;GM0321;GM0321;Houten
08-09-1857;1857;GM1357;GM0350;GM0736;De Ronde Venen
08-09-1857;1857;GM1359;GM1028;GM1904;Stichtse Vecht
08-09-1857;1857;GM1360;GM0312;GM0312;Bunnik
08-09-1857;1857;GM1368;GM1157;GM0363;Amsterdam
08-09-1857;1857;GM1370;GM0321;GM0321;Houten
08-09-1857;1857;GM1374;GM0393;GM0393;Haarlemmerliede en Spaarnwoude
08-09-1857;1857;GM1377;GM1048;GM1581;Utrechtse Heuvelrug
08-09-1857;1857;GM1382;GM0323;GM0632;Woerden
08-09-1857;1857;GM1392;GM0308;GM0308;Baarn
08-09-1857;1857;GM1397;GM0387;GM0373;Bergen (Noord-Holland)
08-09-1857;1857;GM1398;GM0328;GM0335;Montfoort
08-09-1857;1857;GM1399;GM1226;GM0331;Lopik
08-09-1857;1857;GM1401;GM0338;GM0331;Lopik
10-07-1859;1859;GM1369;GM0166;GM0166;Kampen
15-03-1887;1887;GM1162;GM0978;GM0882;Landgraaf
15-04-1857;1857;GM1345;GM0507;GM0505;Dordrecht
15-04-1857;1857;GM1396;GM0507;GM0505;Dordrecht
15-07-1877;1877;GM0715;GM0715;GM0715;Terneuzen
15-07-1879;1879;GM1056;GM0740;GM0874;Woudrichem
15-08-1855;1855;GM1383;GM0493;GM1621;Lansingerland
15-08-1855;1855;GM1385;GM0534;GM0534;Hillegom
15-08-1855;1855;GM1390;GM0483;GM1884;Kaag en Braassem
19-08-1857;1857;GM1327;GM1066;GM0642;Zwijndrecht
19-08-1857;1857;GM1337;GM1066;GM0642;Zwijndrecht
19-08-1857;1857;GM1338;GM0526;GM0642;Zwijndrecht
19-08-1857;1857;GM1340;GM0582;GM1927;Molenwaard
19-08-1857;1857;GM1347;GM1154;GM0689;Giessenlanden
19-08-1857;1857;GM1351;GM1113;GM1924;Goeree-Overflakkee
19-08-1857;1857;GM1358;GM1075;GM1901;Bodegraven-Reeuwijk
19-08-1857;1857;GM1363;GM1113;GM1924;Goeree-Overflakkee
19-08-1857;1857;GM1402;GM0491;GM1931;Krimpenerwaard
22-05-1854;1854;GM1341;GM0283;GM1734;Overbetuwe
22-05-1854;1854;GM1386;GM0259;GM0262;Lochem
22-09-1863;1863;GM1087;GM0393;GM0393;Haarlemmerliede en Spaarnwoude
22-09-1863;1863;GM1241;GM0393;GM0393;Haarlemmerliede en Spaarnwoude
28-02-1895;1895;GM1037;GM0599;GM0599;Rotterdam
28-02-1895;1895;GM1099;GM0599;GM0599;Rotterdam
30-01-1886;1886;GM1040;GM0599;GM0599;Rotterdam
31-05-1854;1854;GM1324;GM0368;GM1598;Koggenland
31-05-1854;1854;GM1334;GM0549;GM1884;Kaag en Braassem
31-05-1854;1854;GM1361;GM1249;GM0362;Amstelveen
31-05-1854;1854;GM1366;GM0371;GM0385;Edam-Volendam
31-05-1854;1854;GM1367;GM0368;GM1598;Koggenland
31-05-1854;1854;GM1384;GM0398;GM0398;Heerhugowaard
31-07-1880;1880;GM1073;GM0713;GM1714;Sluis
31-07-1880;1880;GM1177;GM0713;GM1714;Sluis
1-1-2016;2016;GM0424;GM1942;GM1942;Gooise Meren
1-1-2016;2016;GM0425;GM1942;GM1942;Gooise Meren
1-1-2016;2016;GM0241;GM1945;GM1945;Berg en Dal
1-1-2015;2015;GM0608;GM1931;GM1931;Krimpenerwaard
1-1-2015;2015;GM0282;GM0241;GM1945;Berg en Dal
1-1-2016;2016;GM0381;GM1942;GM1942;Gooise Meren
1-1-2016;2016;GM0478;GM0385;GM0385;Edam-Volendam
1-1-2015;2015;GM0458;GM0361;GM0361;Alkmaar
1-1-2015;2015;GM0365;GM0361;GM0361;Alkmaar
1-1-2015;2015;GM0491;GM1931;GM1931;Krimpenerwaard
1-1-2015;2015;GM0568;GM1930;GM1930;Nissewaard
1-1-2015;2015;GM0623;GM1931;GM1931;Krimpenerwaard
1-1-2015;2015;GM0643;GM1931;GM1931;Krimpenerwaard
1-1-2015;2015;GM1671;GM0796;GM0796;'s-Hertogenbosch
1-1-2015;2015;GM0612;GM1930;GM1930;Nissewaard
1-1-2017;2017;GM0844;GM1948;GM1948;Meierijstad
1-1-2017;2017;GM0846;GM1948;GM1948;Meierijstad
1-1-2017;2017;GM0860;GM1948;GM1948;Meierijstad
1-1-2016;2016;GM1945;GM1945;GM1945;Berg en Dal
1-6-2015;2015;GM1921;GM1940;GM1940;De Fryske Marren
1-1-2015;2015;GM0265;GM0241;GM1945;Berg en Dal
1-1-2015;2015;GM0644;GM1931;GM1931;Krimpenerwaard
1-1-2014;2014;GM0055;GM0080;GM0080;Leeuwarden
