Bestaan tot;Eindjaar;Oude;Nieuwe;Huidige code;Huidige naam
1-1-1991;1991;GM0380;GM0852;GM0852;Waterland
1-1-1991;1991;GM0407;GM0852;GM0852;Waterland
1-1-1991;1991;GM0408;GM0880;GM0880;Wormerland
1-1-1991;1991;GM0409;GM0852;GM0852;Waterland
1-1-1991;1991;GM0419;GM0852;GM0852;Waterland
1-1-1991;1991;GM0423;GM0852;GM0852;Waterland
1-1-1991;1991;GM0467;GM0880;GM0880;Wormerland
1-1-1991;1991;GM0470;GM0880;GM0880;Wormerland
1-1-1991;1991;GM0490;GM0646;GM0484;Alphen aan den Rijn
1-1-1991;1991;GM0524;GM0646;GM0484;Alphen aan den Rijn
1-1-1991;1991;GM0540;GM0646;GM0484;Alphen aan den Rijn
1-1-1991;1991;GM0549;GM0645;GM1884;Kaag en Braassem
1-1-1991;1991;GM0560;GM0647;GM1892;Zuidplas
1-1-1991;1991;GM0601;GM0645;GM1884;Kaag en Braassem
1-1-1991;1991;GM0633;GM0645;GM1884;Kaag en Braassem
1-1-1991;1991;GM0635;GM0573;GM0569;Nieuwkoop
1-1-1991;1991;GM0636;GM0647;GM1892;Zuidplas
1-1-1991;1991;GM0886;GM0920;GM1640;Leudal
1-1-1991;1991;GM0887;GM1937;GM1641;Maasgouw
1-1-1991;1991;GM0909;GM0920;GM1640;Leudal
1-1-1991;1991;GM0915;GM1937;GM1641;Maasgouw
1-1-1991;1991;GM0919;GM0957;GM0957;Roermond
1-1-1991;1991;GM0922;GM0914;GM1640;Leudal
1-1-1991;1991;GM0932;GM0933;GM1641;Maasgouw
1-1-1991;1991;GM0943;GM0956;GM1669;Roerdalen
1-1-1991;1991;GM0947;GM0958;GM1640;Leudal
1-1-1991;1991;GM0953;GM0933;GM1641;Maasgouw
1-1-1991;1991;GM0967;GM0956;GM1669;Roerdalen
1-1-1991;1991;GM0972;GM0933;GM1641;Maasgouw
1-1-1991;1991;GM0985;GM0939;GM1669;Roerdalen
1-1-1991;1991;GM0989;GM1937;GM1641;Maasgouw
1-2-1991;1991;GM0033;GM1987;GM1987;Menterwolde
1-7-1991;1991;GM0006;GM1661;GM1895;Oldambt
1-1-1992;1992;GM0019;GM1651;GM1651;Eemsmond
1-1-1992;1992;GM0045;GM1663;GM1663;De Marne
1-2-1992;1992;GM0647;GM1666;GM1892;Zuidplas
1-1-1993;1993;GM0646;GM1672;GM0484;Alphen aan den Rijn
1-1-1993;1993;GM0780;GM1671;GM0796;'s-Hertogenbosch
1-1-1993;1993;GM0821;GM1671;GM0796;'s-Hertogenbosch
1-1-1993;1993;GM0939;GM1669;GM1669;Roerdalen
1-1-1993;1993;GM0958;GM1670;GM1640;Leudal
1-1-1994;1994;GM0573;GM1673;GM0569;Nieuwkoop
1-1-1994;1994;GM0747;GM1684;GM1684;Cuijk
1-1-1994;1994;GM0750;GM0828;GM0828;Oss
1-1-1994;1994;GM0761;GM1684;GM1684;Cuijk
1-1-1994;1994;GM0775;GM0860;GM1948;Meierijstad
1-1-1994;1994;GM0790;GM1684;GM1684;Cuijk
1-1-1994;1994;GM0792;GM0791;GM1721;Bernheze
1-1-1994;1994;GM0813;GM0828;GM0828;Oss
1-1-1994;1994;GM0819;GM0791;GM1721;Bernheze
1-1-1994;1994;GM0822;GM0756;GM0756;Boxmeer
1-1-1994;1994;GM0827;GM1691;GM1702;Sint Anthonis
1-1-1994;1994;GM0843;GM1685;GM1685;Landerd
1-1-1994;1994;GM0868;GM1691;GM1702;Sint Anthonis
1-1-1994;1994;GM0877;GM1685;GM1685;Landerd
1-2-1994;1994;GM0956;GM1679;GM1669;Roerdalen
1-1-1995;1995;GM0648;GM1698;GM1714;Sluis
1-1-1995;1995;GM0682;GM1695;GM1695;Noord-Beveland
1-1-1995;1995;GM0712;GM0716;GM0716;Tholen
1-1-1995;1995;GM0713;GM1698;GM1714;Sluis
1-1-1995;1995;GM0727;GM1695;GM1695;Noord-Beveland
28-1-1995;1995;GM0791;GM1721;GM1721;Bernheze
4-7-1995;1995;GM1691;GM1702;GM1702;Sint Anthonis
1-1-1996;1996;GM0314;GM0352;GM0352;Wijk bij Duurstede
1-1-1996;1996;GM0325;GM0352;GM0352;Wijk bij Duurstede
1-1-1996;1996;GM0752;GM0845;GM0845;Sint-Michielsgestel
1-1-1996;1996;GM0768;GM0845;GM0845;Sint-Michielsgestel
1-1-1996;1996;GM0776;GM0788;GM0788;Haaren
1-1-1996;1996;GM0795;GM0788;GM0788;Haaren
1-1-1996;1996;GM0806;GM0757;GM0757;Boxtel
1-1-1996;1996;GM0839;GM0796;GM0796;'s-Hertogenbosch
1-1-1997;1997;GM0649;GM0687;GM0687;Middelburg (Zeeland)
1-1-1997;1997;GM0656;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0657;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0660;GM0717;GM0717;Veere
1-1-1997;1997;GM0662;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0686;GM0717;GM0717;Veere
1-1-1997;1997;GM0688;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0720;GM0717;GM0717;Veere
1-1-1997;1997;GM0725;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0726;GM0717;GM0717;Veere
1-1-1997;1997;GM0732;GM1676;GM1676;Schouwen-Duiveland
1-1-1997;1997;GM0739;GM1659;GM1659;Laarbeek
1-1-1997;1997;GM0741;GM1723;GM1723;Alphen-Chaam
1-1-1997;1997;GM0745;GM1652;GM1652;Gemert-Bakel
1-1-1997;1997;GM0746;GM1659;GM1659;Laarbeek
1-1-1997;1997;GM0751;GM0855;GM0855;Tilburg
1-1-1997;1997;GM0754;GM1728;GM1728;Bladel
1-1-1997;1997;GM0760;GM1723;GM1723;Alphen-Chaam
1-1-1997;1997;GM0763;GM0798;GM0798;Hilvarenbeek
1-1-1997;1997;GM0764;GM0851;GM0851;Steenbergen
1-1-1997;1997;GM0767;GM0797;GM0797;Heusden
1-1-1997;1997;GM0769;GM0870;GM0870;Werkendam
1-1-1997;1997;GM0778;GM0878;GM1709;Moerdijk
1-1-1997;1997;GM0782;GM1652;GM1652;Gemert-Bakel
1-1-1997;1997;GM0787;GM0766;GM0766;Dongen
1-1-1997;1997;GM0789;GM0748;GM0748;Bergen op Zoom
1-1-1997;1997;GM0793;GM1658;GM1658;Heeze-Leende
1-1-1997;1997;GM0799;GM1655;GM1655;Halderberge
1-1-1997;1997;GM0800;GM1728;GM1728;Bladel
1-1-1997;1997;GM0801;GM1667;GM1667;Reusel-De Mierden
1-1-1997;1997;GM0802;GM1665;GM1719;Drimmelen
1-1-1997;1997;GM0803;GM0873;GM0873;Woensdrecht
1-1-1997;1997;GM0804;GM0878;GM1709;Moerdijk
1-1-1997;1997;GM0805;GM1658;GM1658;Heeze-Leende
1-1-1997;1997;GM0807;GM1659;GM1659;Laarbeek
1-1-1997;1997;GM0810;GM0749;GM1724;Bergeijk
1-1-1997;1997;GM0811;GM0759;GM1706;Cranendonck
1-1-1997;1997;GM0812;GM1665;GM1719;Drimmelen
1-1-1997;1997;GM0816;GM0824;GM0824;Oisterwijk
1-1-1997;1997;GM0817;GM0758;GM0758;Breda
1-1-1997;1997;GM0818;GM0851;GM0851;Steenbergen
1-1-1997;1997;GM0825;GM0823;GM0823;Oirschot
1-1-1997;1997;GM0829;GM0873;GM0873;Woensdrecht
1-1-1997;1997;GM0830;GM1655;GM1655;Halderberge
1-1-1997;1997;GM0831;GM1655;GM1655;Halderberge
1-1-1997;1997;GM0832;GM0758;GM0758;Breda
1-1-1997;1997;GM0833;GM0873;GM0873;Woensdrecht
1-1-1997;1997;GM0834;GM0779;GM0779;Geertruidenberg
1-1-1997;1997;GM0836;GM1667;GM1667;Reusel-De Mierden
1-1-1997;1997;GM0837;GM0749;GM1724;Bergeijk
1-1-1997;1997;GM0838;GM1674;GM1674;Roosendaal
1-1-1997;1997;GM0841;GM0879;GM0879;Zundert
1-1-1997;1997;GM0849;GM0867;GM0867;Waalwijk
1-1-1997;1997;GM0850;GM0878;GM1709;Moerdijk
1-1-1997;1997;GM0853;GM1665;GM1719;Drimmelen
1-1-1997;1997;GM0854;GM0758;GM0758;Breda
1-1-1997;1997;GM0857;GM0855;GM0855;Tilburg
1-1-1997;1997;GM0862;GM0770;GM0770;Eersel
1-1-1997;1997;GM0864;GM0797;GM0797;Heusden
1-1-1997;1997;GM0869;GM0867;GM0867;Waalwijk
1-1-1997;1997;GM0871;GM0749;GM1724;Bergeijk
1-1-1997;1997;GM0872;GM0878;GM1709;Moerdijk
1-1-1997;1997;GM0875;GM1674;GM1674;Roosendaal
1-1-1998;1998;GM0105;GM1680;GM1680;Aa en Hunze
1-1-1998;1998;GM0107;GM1697;GM1731;Midden-Drenthe
1-1-1998;1998;GM0108;GM1681;GM1681;Borger-Odoorn
1-1-1998;1998;GM0110;GM0109;GM0109;Coevorden
1-1-1998;1998;GM0111;GM1701;GM1701;Westerveld
1-1-1998;1998;GM0112;GM1701;GM1701;Westerveld
1-1-1998;1998;GM0113;GM0136;GM1730;Tynaarlo
1-1-1998;1998;GM0115;GM1680;GM1680;Aa en Hunze
1-1-1998;1998;GM0116;GM1680;GM1680;Aa en Hunze
1-1-1998;1998;GM0117;GM1701;GM1701;Westerveld
1-1-1998;1998;GM0120;GM1699;GM1699;Noordenveld
1-1-1998;1998;GM0121;GM0119;GM0119;Meppel
1-1-1998;1998;GM0122;GM1681;GM1681;Borger-Odoorn
1-1-1998;1998;GM0123;GM0109;GM0109;Coevorden
1-1-1998;1998;GM0124;GM1699;GM1699;Noordenveld
1-1-1998;1998;GM0125;GM1699;GM1699;Noordenveld
1-1-1998;1998;GM0126;GM1680;GM1680;Aa en Hunze
1-1-1998;1998;GM0127;GM1690;GM1690;De Wolden
1-1-1998;1998;GM0128;GM1690;GM1690;De Wolden
1-1-1998;1998;GM0129;GM0114;GM0114;Emmen
1-1-1998;1998;GM0130;GM0109;GM0109;Coevorden
1-1-1998;1998;GM0131;GM1697;GM1731;Midden-Drenthe
1-1-1998;1998;GM0132;GM1701;GM1701;Westerveld
1-1-1998;1998;GM0133;GM0136;GM1730;Tynaarlo
1-1-1998;1998;GM0134;GM1697;GM1731;Midden-Drenthe
1-1-1998;1998;GM0135;GM1690;GM1690;De Wolden
1-1-1998;1998;GM0137;GM1690;GM1690;De Wolden
1-1-1998;1998;GM0138;GM0109;GM0109;Coevorden
1-1-1998;1998;GM0863;GM0756;GM0756;Boxmeer
1-1-1998;1998;GM0973;GM0988;GM0988;Weert
28-1-1998;1998;GM0759;GM1706;GM1706;Cranendonck
1-4-1998;1998;GM0878;GM1709;GM1709;Moerdijk
25-4-1998;1998;GM1665;GM1719;GM1719;Drimmelen
25-9-1998;1998;GM0749;GM1724;GM1724;Bergeijk
1-1-1999;1999;GM0068;GM1722;GM1722;Ferwerderadiel
1-1-1999;1999;GM0152;GM0150;GM0150;Deventer
1-1-1999;1999;GM0198;GM0263;GM0263;Maasdriel
1-1-1999;1999;GM0212;GM0297;GM0297;Zaltbommel
1-1-1999;1999;GM0245;GM0263;GM0263;Maasdriel
1-1-1999;1999;GM0247;GM0263;GM0263;Maasdriel
1-1-1999;1999;GM0257;GM0297;GM0297;Zaltbommel
1-1-1999;1999;GM0261;GM0214;GM0214;Buren
1-1-1999;1999;GM0264;GM0214;GM0214;Buren
1-1-1999;1999;GM0276;GM0263;GM0263;Maasdriel
1-1-1999;1999;GM0913;GM1729;GM1729;Gulpen-Wittem
1-1-1999;1999;GM0990;GM1729;GM1729;Gulpen-Wittem
1-12-1999;1999;GM0136;GM1730;GM1730;Tynaarlo
1-1-2000;2000;GM0253;GM0267;GM0267;Nijkerk
1-1-2000;2000;GM1697;GM1731;GM1731;Midden-Drenthe
1-1-2001;2001;GM0142;GM1735;GM1735;Hof van Twente
1-1-2001;2001;GM0143;GM0160;GM0160;Hardenberg
1-1-2001;2001;GM0151;GM1735;GM1735;Hof van Twente
1-1-2001;2001;GM0154;GM1896;GM1896;Zwartewaterland
1-1-2001;2001;GM0156;GM1735;GM1735;Hof van Twente
1-1-2001;2001;GM0157;GM0160;GM0160;Hardenberg
1-1-2001;2001;GM0159;GM0186;GM1700;Twenterand
1-1-2001;2001;GM0161;GM1896;GM1896;Zwartewaterland
1-1-2001;2001;GM0162;GM0177;GM0177;Raalte
1-1-2001;2001;GM0165;GM0178;GM1742;Rijssen-Holten
1-1-2001;2001;GM0169;GM1735;GM1735;Hof van Twente
1-1-2001;2001;GM0170;GM0148;GM0148;Dalfsen
1-1-2001;2001;GM0176;GM0149;GM1774;Dinkelland
1-1-2001;2001;GM0179;GM1735;GM1735;Hof van Twente
1-1-2001;2001;GM0188;GM0149;GM1774;Dinkelland
1-1-2001;2001;GM0190;GM0174;GM1773;Olst-Wijhe
1-1-2001;2001;GM0191;GM0166;GM0166;Kampen
1-1-2001;2001;GM0192;GM1896;GM1896;Zwartewaterland
1-1-2001;2001;GM0194;GM0181;GM1708;Steenwijkerland
1-1-2001;2001;GM0195;GM0181;GM1708;Steenwijkerland
1-1-2001;2001;GM0231;GM1734;GM1734;Overbetuwe
1-1-2001;2001;GM0238;GM0206;GM1705;Lingewaard
1-1-2001;2001;GM0251;GM1734;GM1734;Overbetuwe
1-1-2001;2001;GM0255;GM0206;GM1705;Lingewaard
1-1-2001;2001;GM0283;GM1734;GM1734;Overbetuwe
1-1-2001;2001;GM0318;GM0632;GM0632;Woerden
1-1-2001;2001;GM0334;GM0310;GM0310;De Bilt
1-1-2001;2001;GM0347;GM0344;GM0344;Utrecht
1-1-2001;2001;GM0357;GM0373;GM0373;Bergen (Noord-Holland)
1-1-2001;2001;GM0444;GM0373;GM0373;Bergen (Noord-Holland)
1-1-2001;2001;GM0890;GM0983;GM0983;Venlo
1-1-2001;2001;GM0897;GM1883;GM1883;Sittard-Geleen
1-1-2001;2001;GM0898;GM1507;GM1507;Horst aan de Maas
1-1-2001;2001;GM0906;GM1883;GM1883;Sittard-Geleen
1-1-2001;2001;GM0912;GM1507;GM1507;Horst aan de Maas
1-1-2001;2001;GM0923;GM1507;GM1507;Horst aan de Maas
1-1-2001;2001;GM0968;GM1883;GM1883;Sittard-Geleen
1-1-2001;2001;GM0976;GM0983;GM0983;Venlo
1-1-2002;2002;GM0220;GM0258;GM1740;Neder-Betuwe
1-1-2002;2002;GM0227;GM0258;GM1740;Neder-Betuwe
1-1-2002;2002;GM0330;GM1696;GM1696;Wijdemeren
1-1-2002;2002;GM0360;GM0383;GM0383;Castricum
1-1-2002;2002;GM0390;GM1696;GM1696;Wijdemeren
1-1-2002;2002;GM0418;GM0383;GM0383;Castricum
1-1-2002;2002;GM0426;GM1696;GM1696;Wijdemeren
1-1-2002;2002;GM0548;GM1916;GM1916;Leidschendam-Voorburg
1-1-2002;2002;GM0577;GM1926;GM1926;Pijnacker-Nootdorp
1-1-2002;2002;GM0594;GM1926;GM1926;Pijnacker-Nootdorp
1-1-2002;2002;GM0624;GM1916;GM1916;Leidschendam-Voorburg
26-3-2002;2002;GM0174;GM1773;GM1773;Olst-Wijhe
1-6-2002;2002;GM0149;GM1774;GM1774;Dinkelland
1-6-2002;2002;GM0186;GM1700;GM1700;Twenterand
1-1-2003;2003;GM0181;GM1708;GM1708;Steenwijkerland
1-1-2003;2003;GM0206;GM1705;GM1705;Lingewaard
1-1-2003;2003;GM0526;GM0642;GM0642;Zwijndrecht
1-1-2003;2003;GM0650;GM0715;GM0715;Terneuzen
1-1-2003;2003;GM0675;GM0677;GM0677;Hulst
1-1-2003;2003;GM0692;GM1714;GM1714;Sluis
1-1-2003;2003;GM0704;GM0715;GM0715;Terneuzen
1-1-2003;2003;GM0835;GM0828;GM0828;Oss
1-1-2003;2003;GM0902;GM1711;GM1711;Echt-Susteren
1-1-2003;2003;GM0974;GM1711;GM1711;Echt-Susteren
1-1-2003;2003;GM1698;GM1714;GM1714;Sluis
15-3-2003;2003;GM0178;GM1742;GM1742;Rijssen-Holten
1-4-2003;2003;GM0258;GM1740;GM1740;Neder-Betuwe
1-1-2004;2004;GM0519;GM1783;GM1783;Westland
1-1-2004;2004;GM0552;GM1783;GM1783;Westland
1-1-2004;2004;GM0555;GM1842;GM1842;Midden-Delfland
1-1-2004;2004;GM0562;GM1783;GM1783;Westland
1-1-2004;2004;GM0565;GM1783;GM1783;Westland
1-1-2004;2004;GM0607;GM1842;GM1842;Midden-Delfland
1-1-2004;2004;GM0630;GM1783;GM1783;Westland
1-1-2004;2004;GM0781;GM1771;GM1771;Geldrop-Mierlo
1-1-2004;2004;GM0814;GM1771;GM1771;Geldrop-Mierlo
1-1-2005;2005;GM0144;GM0150;GM0150;Deventer
1-1-2005;2005;GM0199;GM0299;GM0299;Zevenaar
1-1-2005;2005;GM0207;GM1955;GM1955;Montferland
1-1-2005;2005;GM0211;GM1859;GM1859;Berkelland
1-1-2005;2005;GM0218;GM1955;GM1955;Montferland
1-1-2005;2005;GM0219;GM0197;GM0197;Aalten
1-1-2005;2005;GM0229;GM1859;GM1859;Berkelland
1-1-2005;2005;GM0237;GM1509;GM1509;Oude IJsselstreek
1-1-2005;2005;GM0239;GM0262;GM0262;Lochem
1-1-2005;2005;GM0248;GM1876;GM1876;Bronckhorst
1-1-2005;2005;GM0256;GM1876;GM1876;Bronckhorst
1-1-2005;2005;GM0260;GM0240;GM1586;Oost Gelre
1-1-2005;2005;GM0266;GM1859;GM1859;Berkelland
1-1-2005;2005;GM0278;GM1859;GM1859;Berkelland
1-1-2005;2005;GM0280;GM1876;GM1876;Bronckhorst
1-1-2005;2005;GM0286;GM1876;GM1876;Bronckhorst
1-1-2005;2005;GM0291;GM0301;GM0301;Zutphen
1-1-2005;2005;GM0292;GM0222;GM0222;Doetinchem
1-1-2005;2005;GM0295;GM1509;GM1509;Oude IJsselstreek
1-1-2005;2005;GM0298;GM1876;GM1876;Bronckhorst
1-1-2006;2006;GM0306;GM1581;GM1581;Utrechtse Heuvelrug
1-1-2006;2006;GM0315;GM1581;GM1581;Utrechtse Heuvelrug
1-1-2006;2006;GM0316;GM1581;GM1581;Utrechtse Heuvelrug
1-1-2006;2006;GM0326;GM1581;GM1581;Utrechtse Heuvelrug
1-1-2006;2006;GM0332;GM1581;GM1581;Utrechtse Heuvelrug
1-1-2006;2006;GM0454;GM0498;GM0498;Drechterland
1-1-2006;2006;GM0602;GM0537;GM0537;Katwijk
1-1-2006;2006;GM0604;GM1525;GM1525;Teylingen
1-1-2006;2006;GM0619;GM0537;GM0537;Katwijk
1-1-2006;2006;GM0625;GM1525;GM1525;Teylingen
1-1-2006;2006;GM0628;GM1525;GM1525;Teylingen
19-5-2006;2006;GM0240;GM1586;GM1586;Oost Gelre
1-1-2007;2007;GM0429;GM1598;GM1598;Koggenland
1-1-2007;2007;GM0466;GM0420;GM0420;Medemblik
1-1-2007;2007;GM0480;GM0569;GM0569;Nieuwkoop
1-1-2007;2007;GM0492;GM1621;GM1621;Lansingerland
1-1-2007;2007;GM0493;GM1621;GM1621;Lansingerland
1-1-2007;2007;GM0495;GM1621;GM1621;Lansingerland
1-1-2007;2007;GM0517;GM0585;GM0585;Binnenmaas
1-1-2007;2007;GM0529;GM0420;GM0420;Medemblik
1-1-2007;2007;GM0558;GM1598;GM1598;Koggenland
1-1-2007;2007;GM0914;GM1640;GM1640;Leudal
1-1-2007;2007;GM0920;GM1640;GM1640;Leudal
1-1-2007;2007;GM0925;GM1640;GM1640;Leudal
1-1-2007;2007;GM0933;GM1641;GM1641;Maasgouw
1-1-2007;2007;GM0975;GM0957;GM0957;Roermond
1-1-2007;2007;GM0977;GM1641;GM1641;Maasgouw
1-1-2007;2007;GM1670;GM1640;GM1640;Leudal
1-1-2007;2007;GM1673;GM0569;GM0569;Nieuwkoop
1-1-2007;2007;GM1679;GM1669;GM1669;Roerdalen
1-1-2007;2007;GM1937;GM1641;GM1641;Maasgouw
1-1-2009;2009;GM0065;GM1891;GM1891;Dantumadiel
1-1-2009;2009;GM0372;GM0377;GM0377;Bloemendaal
1-1-2009;2009;GM0483;GM1884;GM1884;Kaag en Braassem
1-1-2009;2009;GM0645;GM1884;GM1884;Kaag en Braassem
1-1-2010;2010;GM0039;GM1895;GM1895;Oldambt
1-1-2010;2010;GM0052;GM1895;GM1895;Oldambt
1-1-2010;2010;GM0563;GM1892;GM1892;Zuidplas
1-1-2010;2010;GM0567;GM1892;GM1892;Zuidplas
1-1-2010;2010;GM0885;GM0983;GM0983;Venlo
1-1-2010;2010;GM0918;GM1894;GM1894;Peel en Maas
1-1-2010;2010;GM0929;GM1894;GM1894;Peel en Maas
1-1-2010;2010;GM0934;GM1894;GM1894;Peel en Maas
1-1-2010;2010;GM0941;GM1894;GM1894;Peel en Maas
1-1-2010;2010;GM0964;GM1507;GM1507;Horst aan de Maas
1-1-2010;2010;GM0993;GM0984;GM0984;Venray
1-1-2010;2010;GM1661;GM1895;GM1895;Oldambt
1-1-2010;2010;GM1666;GM1892;GM1892;Zuidplas
18-3-2010;2010;GM0600;GM0599;GM0599;Rotterdam
1-1-2011;2011;GM0064;GM1900;GM1900;Súdwest-Fryslân
1-1-2011;2011;GM0083;GM1908;GM1908;Menameradiel
1-1-2011;2011;GM0091;GM1900;GM1900;Súdwest-Fryslân
1-1-2011;2011;GM0104;GM1900;GM1900;Súdwest-Fryslân
1-1-2011;2011;GM0305;GM0736;GM0736;De Ronde Venen
1-1-2011;2011;GM0311;GM1904;GM1904;Stichtse Vecht
1-1-2011;2011;GM0329;GM1904;GM1904;Stichtse Vecht
1-1-2011;2011;GM0333;GM1904;GM1904;Stichtse Vecht
1-1-2011;2011;GM0364;GM0420;GM0420;Medemblik
1-1-2011;2011;GM0459;GM0420;GM0420;Medemblik
1-1-2011;2011;GM0497;GM1901;GM1901;Bodegraven-Reeuwijk
1-1-2011;2011;GM0595;GM1901;GM1901;Bodegraven-Reeuwijk
1-1-2011;2011;GM0683;GM1900;GM1900;Súdwest-Fryslân
1-1-2011;2011;GM0710;GM1900;GM1900;Súdwest-Fryslân
1-1-2011;2011;GM0808;GM0828;GM0828;Oss
1-1-2011;2011;GM0905;GM1903;GM1903;Eijsden-Margraten
1-1-2011;2011;GM0936;GM1903;GM1903;Eijsden-Margraten
1-1-2012;2012;GM0366;GM1911;GM1911;Hollands Kroon
1-1-2012;2012;GM0412;GM1911;GM1911;Hollands Kroon
1-1-2012;2012;GM0462;GM1911;GM1911;Hollands Kroon
1-1-2012;2012;GM0463;GM1911;GM1911;Hollands Kroon
1-1-2013;2013;GM0395;GM0441;GM0441;Schagen
1-1-2013;2013;GM0476;GM0441;GM0441;Schagen
1-1-2013;2013;GM0504;GM1924;GM1924;Goeree-Overflakkee
1-1-2013;2013;GM0511;GM1924;GM1924;Goeree-Overflakkee
1-1-2013;2013;GM0559;GM1924;GM1924;Goeree-Overflakkee
1-1-2013;2013;GM0571;GM1927;GM1927;Molenwaard
1-1-2013;2013;GM0580;GM1924;GM1924;Goeree-Overflakkee
1-1-2013;2013;GM0693;GM1927;GM1927;Molenwaard
1-1-2013;2013;GM0694;GM1927;GM1927;Molenwaard
1-1-2014;2014;GM0051;GM1921;GM1940;De Fryske Marren
1-1-2014;2014;GM0055;GM0080;GM0080;Leeuwarden
1-1-2014;2014;GM0082;GM1921;GM1940;De Fryske Marren
1-1-2014;2014;GM0499;GM0484;GM0484;Alphen aan den Rijn
1-1-2014;2014;GM0653;GM1921;GM1940;De Fryske Marren
1-1-2014;2014;GM1672;GM0484;GM0484;Alphen aan den Rijn
01-01-1832;1832;GM1311;GM0554;GM0585;Binnenmaas
01-01-1832;1832;GM1320;GM1152;GM0599;Rotterdam
01-01-1832;1832;GM1372;GM0554;GM0585;Binnenmaas
01-01-1833;1833;GM1308;GM1215;GM0503;Delft
01-01-1833;1833;GM1330;GM1082;GM0503;Delft
01-01-1833;1833;GM1331;GM0577;GM1926;Pijnacker-Nootdorp
01-01-1833;1833;GM1349;GM0577;GM1926;Pijnacker-Nootdorp
01-01-1834;1834;GM1323;GM0444;GM0373;Bergen (Noord-Holland)
01-01-1835;1835;GM1353;GM1135;GM0718;Vlissingen
01-01-1835;1835;GM1395;GM1135;GM0718;Vlissingen
01-01-1837;1837;GM1352;GM1134;GM0489;Barendrecht
01-01-1837;1837;GM1394;GM1134;GM0489;Barendrecht
01-01-1841;1841;GM1387;GM0346;GM0736;De Ronde Venen
01-01-1841;1841;GM1391;GM0480;GM0569;Nieuwkoop
01-01-1841;1841;GM1393;GM0346;GM0736;De Ronde Venen
01-01-1842;1842;GM0477;GM0592;GM0613;Albrandswaard
01-01-1846;1846;GM1305;GM0490;GM1945;Berg en Dal
01-01-1846;1846;GM1362;GM1258;GM0597;Ridderkerk
01-01-1846;1846;GM1364;GM0594;GM1926;Pijnacker-Nootdorp
01-01-1846;1846;GM1380;GM1258;GM0597;Ridderkerk
01-01-1846;1846;GM1388;GM0521;GM1931;Krimpenerwaard
01-01-1846;1846;GM1403;GM0499;GM0484;Alphen aan den Rijn
01-01-1848;1848;GM1309;GM1221;GM0363;Amsterdam
01-01-1848;1848;GM1316;GM0430;GM0385;Edam-Volendam
01-01-1868;1868;GM1139;GM0606;GM0606;Schiedam
01-01-1874;1874;GM1093;GM1037;GM0599;Rotterdam
01-01-1878;1878;GM1018;GM0702;GM0703;Reimerswaal
01-01-1878;1878;GM1161;GM0702;GM0703;Reimerswaal
01-07-1831;1831;GM1313;GM0239;GM0262;Lochem
01-07-1870;1870;GM1030;GM0627;GM0627;Waddinxveen
01-07-1870;1870;GM1125;GM0627;GM0627;Waddinxveen
01-07-1870;1870;GM1182;GM0595;GM1901;Bodegraven-Reeuwijk
01-07-1870;1870;GM1194;GM0595;GM1901;Bodegraven-Reeuwijk
01-07-1870;1870;GM1239;GM0627;GM0627;Waddinxveen
01-09-1855;1855;GM1258;GM0597;GM0597;Ridderkerk
01-09-1855;1855;GM1262;GM0496;GM1927;Molenwaard
01-09-1855;1855;GM1301;GM1215;GM0503;Delft
01-09-1855;1855;GM1303;GM0569;GM0569;Nieuwkoop
01-09-1855;1855;GM1304;GM1215;GM0503;Delft
01-09-1855;1855;GM1307;GM0509;GM1930;Nissewaard
01-09-1855;1855;GM1319;GM0528;GM0585;Binnenmaas
01-09-1855;1855;GM1322;GM1082;GM0503;Delft
01-09-1855;1855;GM1328;GM0607;GM1842;Midden-Delfland
01-09-1855;1855;GM1329;GM0496;GM1927;Molenwaard
01-09-1855;1855;GM1332;GM0490;GM1945;Berg en Dal
01-09-1855;1855;GM1333;GM0633;GM1884;Kaag en Braassem
01-09-1855;1855;GM1343;GM0642;GM0642;Zwijndrecht
01-09-1855;1855;GM1344;GM0595;GM1901;Bodegraven-Reeuwijk
01-09-1855;1855;GM1346;GM0598;GM0614;Westvoorne
01-09-1855;1855;GM1348;GM1096;GM0606;Schiedam
01-09-1855;1855;GM1356;GM1118;GM0530;Hellevoetsluis
01-09-1855;1855;GM1365;GM0531;GM0531;Hendrik-Ido-Ambacht
01-09-1855;1855;GM1371;GM0509;GM1930;Nissewaard
01-09-1855;1855;GM1373;GM0607;GM1842;Midden-Delfland
01-09-1855;1855;GM1375;GM0533;GM0733;Lingewaal
01-09-1855;1855;GM1378;GM0542;GM0542;Krimpen aan den IJssel
01-09-1855;1855;GM1381;GM0617;GM0617;Strijen
01-09-1855;1855;GM1400;GM1210;GM0622;Vlaardingen
02-01-1879;1879;GM1200;GM1171;GM0971;Stein (Limburg)
02-10-1857;1857;GM1317;GM1214;GM0717;Veere
02-10-1857;1857;GM1326;GM0670;GM0654;Borsele
02-10-1857;1857;GM1339;GM0649;GM0687;Middelburg (Zeeland)
